Tytuł,Cena,Ekran:,Procesor,RAM,Grafika:,Dysk SSD,System operacyjny,Firma procesora
"Laptop gamingowy MSI Cyborg 15 A12VE-016XPL 15,6""144Hz i7-12650H 16GB RAM 512GB Dysk SSD RTX4050 DLSS3 Czarny",4699,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 12gen 12650H,16,NVIDIA® GeForce RTX™ 4050 + Intel UHD Graphics,512,Brak,Intel
"Laptop 2w1 HP Spectre x360 14-ea1432nw OLED 13,5'' i7-1195G7 16GB RAM 1TB Dysk SSD Win11 Pro Srebrny",6499,"13,5 "", ekran dotykowy 3000 x 2000 pikseli",Intel® Core™ i7 11gen 1195G7,16,Intel® Iris Xe Graphics,1024,Windows 11 Professional,Intel
"Laptop gamingowy MSI Stealth A16 AI+ A3XVGG-202PL Copilot+PC 16"" 120Hz Ryzen AI 9 HX370 32GB RAM 2TB Dysk SSD RTX4070 DLSS3 Win11P Czarny",12999,"16 "", 3840 x 2400 pikseli 120 Hz",AMD Ryzen™ AI 9 HX 370,32,NVIDIA® GeForce RTX™ 4070 + AMD Radeon™ 890M,2048,Windows 11 Professional,AMD
"Laptop ASUS Vivobook 15 M1502YA-BQ335W 15,6"" R5 7430U 16GB RAM 512GB Dysk SSD Win11 Niebieski",2199,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 7430U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop gamingowy MSI Stealth 16 MercedesAMG A1VGG OLED 16"" 240Hz Ultra 9 185H 32GB RAM 2TB Dysk SSD RTX4070 DLSS3 Win11 Szary+Zestaw AKC",12499,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ Ultra 9 14gen 185H,32,NVIDIA® GeForce RTX™ 4070 + Intel Arc Graphics,2048,Windows 11 Home,Intel
"Laptop biznesowy Lenovo ThinkBook 16 G6 ABP 16"" R5 7530U 8GB RAM 512GB Dysk SSD Win11 Pro Szary",2999,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 7530U,8,AMD Radeon™ Graphics,512,Windows 11 Professional,AMD
"Laptop biznesowy Lenovo ThinkPad L14 Gen 4 14"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",5599,"14 "", 1920 x 1080 pikseli",Intel® Core™ i5 13gen 1335U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop gamingowy Gigabyte AERO 16 OLED 2023 BSF-H3EE954SH 16"" i7-13620H 16GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Srebrny",7199,"16 "", 3840 x 2400 pikseli 60 Hz",Intel® Core™ i7 13gen 13620H,16,NVIDIA® GeForce RTX 4070 + Intel UHD Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Acer Nitro 5 AN515-58-71N3 15,6"" 144Hz i7-12650H 16GB RAM 512GB Dysk SSD RTX4050 DLSS3 Win11 Czarny",5999,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i7 12gen 12650H,16,NVIDIA® GeForce RTX™ 4050 + Intel UHD Graphics,512,Windows 11 Home,Intel
"Laptop gamingowy HP OMEN 16-k0102nw 16,1'' 165Hz i7-12700H 32GB RAM 2TB Dysk SSD RTX3070Ti Win11 Czarny",7999,"16,1 "", 2560 x 1440 pikseli 165 Hz",Intel® Core™ i7 12gen 12700H,32,NVIDIA® GeForce RTX™ 3070 Ti + Intel Iris Xe Graphics,2048,Windows 11 Home,Intel
"Apple MacBook Pro 2024 16,2"" M4 Max 36GB RAM 1TB Dysk macOS Srebrny",18499,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M4 Max,36,Apple M4 Max (32-rdzenie),1024,macOS Sonoma,Apple
"Laptop Acer Swift Go 16 SFG16-72-76E1 OLED 16"" Ultra 7 155U 32GB RAM 1TB Dysk SSD Win11 Szary",4899,"16 "", 3200 x 2000 pikseli 120 Hz",Intel® Core™ Ultra 7 14gen 155U,32,Intel® Graphics,1024,Windows 11 Home,Intel
"Apple MacBook Pro 2024 16,2"" M4 Max 36GB RAM 1TB Dysk macOS Srebrny",18499,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M4 Max,36,Apple M4 Max (32-rdzenie),1024,macOS Sonoma,Apple
"Laptop Acer Swift Go 16 SFG16-72-76E1 OLED 16"" Ultra 7 155U 32GB RAM 1TB Dysk SSD Win11 Szary",4899,"16 "", 3200 x 2000 pikseli 120 Hz",Intel® Core™ Ultra 7 14gen 155U,32,Intel® Graphics,1024,Windows 11 Home,Intel
"Laptop biznesowy Lenovo ThinkPad X1 Carbon Gen 12 14"" Ultra 7 155U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",10399,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop 2w1 ASUS ROG Flow X16 2022 GV601RW-M5048W 16"" 165Hz R9 6900HS 32GB RAM 1TB Dysk SSD RTX3070Ti Win11 Szary",14999,"16 "", ekran dotykowy 2560 x 1600 pikseli 165 Hz",AMD Ryzen™ 9 6900HS,32,NVIDIA® GeForce RTX™ 3070 Ti + AMD Radeon™ 680M,1024,Windows 11 Home,AMD
"Apple MacBook Air 2024 15,3"" M3 16GB RAM 256GB Dysk macOS Srebrny",6199,"15,3"", 2880 x 1864 pikseli",Apple M3,16,Apple M3 (10-rdzeni),256,macOS Sonoma,Apple
"Laptop biznesowy Lenovo ThinkBook 16p G5 IRX 16"" i7-14650HX 32GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Pro Szary",10599,"16 "", 2560 x 1600 pikseli 60 Hz",Intel® Core™ i7 14gen 14650HX,32,NVIDIA® GeForce RTX 4060 + UHD Graphics,1024,Windows 11 Professional,Intel
"Laptop biznesowy ASUS ExpertBook B2 B2502CVA-KJ0388X 15,6"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",3799,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 13gen 1355U,16,Intel® UHD Graphics,512,Windows 11 Professional,Intel
"Apple MacBook Air 2024 15,3"" M3 16GB RAM 256GB Dysk macOS Północ",6199,"15,3"", 2880 x 1864 pikseli",Apple M3,16,Apple M3 (10-rdzeni),256,macOS Sonoma,Apple
"Laptop biznesowy Lenovo ThinkPad E14 Gen 6 14"" R5 7535HS 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",4599,"14 "", 1920 x 1200 pikseli",AMD Ryzen™ 5 7535HS,16,AMD Radeon™ 660M Graphics,512,Windows 11 Professional,AMD
"Laptop biznesowy Lenovo ThinkPad L15 Gen 4 15,6"" R5 7530U 8GB RAM 512GB Dysk SSD Win11 Pro Czarny",4449,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 7530U,8,AMD Radeon™ Graphics,512,Windows 11 Professional,AMD
Laptop 2w1 ASUS ZenBook 14 UUX3402VA-KN594W OLED 14'' 90Hz i7-13700H 16GB RAM 1TB Dysk SSD Win11 Srebrny,5199,"14 "", ekran dotykowy 2880 x 1800 pikseli 90 Hz",Intel® Core™ i7 13gen 13700H,16,Intel® Iris Xe Graphics,1024,Windows 11 Home,Intel
"Apple MacBook Air 2023 15,3"" M2 8GB RAM 512GB Dysk macOS Północ US",6899,"15,3"", 2880 x 1864 pikseli",Apple M2,8,Apple M2 (10-rdzeni),512,macOS Sonoma,Apple
"Apple MacBook Pro 2024 14,2"" M4 Pro 24GB RAM 512GB Dysk macOS Srebrny",10499,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M4 Pro,24,Apple M4 Pro (16-rdzeni),512,macOS Sonoma,Apple
"Laptop gamingowy MSI Stealth 16 AI Studio A1VIG-009PL 16"" 120Hz Ultra 9 185H 32GB RAM 2TB Dysk SSD RTX4090 DLSS3 Win11 Niebieski",14799,"16 "", 3840 x 2400 pikseli 120 Hz",Intel® Core™ Ultra 9 14gen 185H,32,NVIDIA® GeForce RTX™ 4090 + Intel Arc Graphics,2048,Windows 11 Home,Intel
"Laptop biznesowy Acer TravelMate P2 16 TMP216-51-G2-TCO 16"" Core 5 120U 16GB RAM 512GB Dysk SSD Win11 Pro Szary",3399,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ 5 120U,16,Intel® Graphics,512,Windows 11 Professional,Intel
Laptop gamingowy ASUS TUF Gaming A16 2024 FA608WV-R7161W 16'' 165Hz Ryzen AI 9 HX 370 16GB RAM 1TB Dysk SSD RTX4060 Win11 Szary,6799,"16 "", 2560 x 1600 pikseli 165 Hz",AMD Ryzen™ AI 9 HX 370,16,NVIDIA® GeForce RTX 4060 + AMD Radeon™ 890M,1024,Windows 11 Home,AMD
"Laptop biznesowy Lenovo ThinkPad T16 Gen 2 16"" R7 7840U 32GB RAM 1TB Dysk SSD Win11 Pro Czarny",7399,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 7 7840U,32,AMD Radeon™ 780M Graphics,1024,Windows 11 Professional,AMD
"Laptop 2w1 Microsoft Surface Pro Copilot+ PC OLED 13"" Snapdragon X Elite 16GB RAM 1TB Dysk SSD Win11 Platynowy",8999,"13 "", ekran dotykowy 2880 x 1920 pikseli 120 Hz",Qualcomm® Snapdragon® X Elite,16,Qualcomm® Adreno™ Graphics,1024,Windows 11 Home,Qualcomm
"Laptop biznesowy Acer TravelMate P2 TMP215-54-53TA 15,6"" i5-1235U 8GB RAM 512GB Dysk SSD Win11 Pro Czarny",2549,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,8,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop ultrabook MSI Prestige 13 AI Evo A1MG-082PL OLED 13,3"" Ultra 5 125H 32GB RAM 1TB Dysk SSD Win11 Szary + Zestaw AKC",4799,"13,3 "", 2880 x 1800 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 125H,32,Intel® Arc Graphics,1024,Windows 11 Home,Intel
"Laptop 2w1 ASUS ROG Flow X16 2023 GV601RW-M5048W 16"" 240Hz i9-13900H 16GB RAM 1TB Dysk SSD RTX4060 Win11 Czarny",8999,"16 "", ekran dotykowy 2560 x 1600 pikseli 240 Hz",Intel® Core™ i9 13gen 13900H,16,NVIDIA® GeForce RTX™ 4060 + Intel Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop chromebook Acer Chromebook Plus 514 Google AI laptop CB514-3H-R36J 14"" R5 7520C 8GB RAM 512GB Dysk SSD ChromeOS Szary",2449,"14 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 7520C,8,AMD Radeon™ 610M,512,Chrome OS,AMD
"Laptop 2w1 ASUS ROG Flow X16 2023 GV601RW-M5048W 16"" 240Hz i9-13900H 16GB RAM 1TB Dysk SSD RTX4060 Win11 Czarny",8999,"16 "", ekran dotykowy 2560 x 1600 pikseli 240 Hz",Intel® Core™ i9 13gen 13900H,16,NVIDIA® GeForce RTX™ 4060 + Intel Iris Xe Graphics,1024,Windows 11 Home,Intel
"Laptop chromebook Acer Chromebook Plus 514 Google AI laptop CB514-3H-R36J 14"" R5 7520C 8GB RAM 512GB Dysk SSD ChromeOS Szary",2449,"14 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 7520C,8,AMD Radeon™ 610M,512,Chrome OS,AMD
Laptop 2w1 HP Spectre x360 16-f1222nw OLED 16'' i7-1260P 16GB RAM 1TB Dysk SSD ARC A370M Win11 Pro Czarny,7499,"16 "", ekran dotykowy 3840 x 2400 pikseli",Intel® Core™ i7 12gen 1260P,16,Intel® Arc™ A370M + Intel Iris Xe Graphics,1024,Windows 11 Professional,Intel
Laptop gamingowy HP OMEN 16-u0042nw 16'' 240Hz i9-13900HX 32GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Biały,9999,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i9 13gen 13900HX,32,NVIDIA® GeForce RTX™ 4070 + Intel UHD Graphics,1024,Windows 11 Home,Intel
"Laptop ultrabook ASUS Vivobook 14X K3405VC-LY060 14"" i5-13500H 16GB RAM 512GB Dysk SSD RTX3050 Czarny",3999,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i5 13gen 13500H,16,NVIDIA® GeForce RTX™3050 + Intel Iris Xe Graphics,512,Brak,Intel
"Laptop biznesowy HP EliteBook 640 G11 14"" Ultra 7 155U 32GB RAM 1TB Dysk SSD Win11 Pro Srebrny",6399,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,32,Intel® Graphics,1024,Windows 11 Professional,Intel
"Laptop MSI Modern 15 H AI C1MG-010PL 15,6"" Ultra 7 155H 16GB RAM 512GB Dysk SSD Win11 Czarny",3499,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,16,Intel® Arc™ Graphics,512,Windows 11 Home,Intel
"Laptop Dell Inspiron 5635-9935 16"" R7 7730U 16GB RAM 512GB Dysk SSD Win11 Srebrny",4299,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 7 7730U,16,AMD Radeon™ Graphics,512,Windows 11 Home,AMD
"Laptop 2w1 Dell Inspiron 14 7440-7487 2w1 14"" Core 5 120U 16GB RAM 1TB Dysk SSD Win11 Pro Srebrny",4999,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",Intel® Core™ 5 14gen 120U,16,Intel® Graphics,1024,Windows 11 Professional,Intel
"Laptop biznesowy Acer TravelMate P4 16 TMP416-52-TCO 16"" i7-1355U 16GB RAM 512GB Dysk SSD RTX2050 Win11 Pro Czarno-niebieski",5229,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i7 13gen 1355U,16,NVIDIA® GeForce RTX 2050 + Intel Iris Xe Graphics,512,Windows 11 Professional,Intel
"Apple MacBook Air 2023 15,3"" M2 8GB RAM 512GB Dysk macOS Gwiezdna Szarość",6899,"15,3"", 2880 x 1864 pikseli",Apple M2,8,Apple M2 (10-rdzeni),512,macOS Sonoma,Apple
Laptop 2w1 HP Spectre x360 16-f1272nw OLED 16'' i7-1260P 32GB RAM 2TB Dysk SSD ARC A370M Win11 Pro Niebieski,8999,"16 "", ekran dotykowy 3840 x 2400 pikseli",Intel® Core™ i7 12gen 1260P,32,Intel® Arc™ A370M + Intel Iris Xe Graphics,2048,Windows 11 Professional,Intel
"Apple MacBook Pro 2024 14,2"" M4 Pro 24GB RAM 512B Dysk macOS Gwiezdna Czerń",10499,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M4 Pro,24,Apple M4 Pro (16-rdzeni),512,macOS Sonoma,Apple
"Laptop biznesowy Acer TravelMate P2 16 TMP216-41-TCO 16"" R5 7535U 16GB RAM 512GB Dysk SSD Win11 Pro Szary",3299,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 7535U,16,AMD Radeon™ 660M,512,Windows 11 Professional,AMD
"Apple MacBook Air 2024 15,3"" M3 16GB RAM 256GB Dysk macOS Księżycowa Poświata",6199,"15,3"", 2880 x 1864 pikseli",Apple M3,16,Apple M3 (10-rdzeni),256,macOS Sonoma,Apple
"Apple MacBook Pro 2023 14,2"" M3 Pro 36GB RAM 512GB Dysk macOS Gwiezdna Czerń",12999,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M3 Pro,36,Apple M3 Pro (14-rdzeni),512,macOS Sonoma,Apple
"Laptop biznesowy HP ProBook 455 G10 15,6"" R7 7730U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",3999,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 7 7730U,16,AMD Radeon™ Graphics,512,Windows 11 Professional,AMD
"Laptop Acer Swift Go 16 SFG16-72-57MD OLED 16"" Ultra 5 125H 16GB RAM 1TB Dysk SSD Win11 Szary",4399,"16 "", 3200 x 2000 pikseli 120 Hz",Intel® Core™ Ultra 5 14gen 125H,16,Intel® Arc Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Acer Nitro V 15 ANV15-41-R9Y0 15,6"" 165Hz R5 7535HS 32GB RAM 1TB Dysk SSD RTX4060 DLSS3 Czarny",4999,"15,6 "", 1920 x 1080 pikseli 165 Hz",AMD Ryzen™ 5 7535HS,32,NVIDIA® GeForce RTX™ 4060 + AMD Radeon™ 660M,1024,Brak,AMD
"Laptop 2w1 Microsoft Surface Pro Copilot+ PC 13"" Snapdragon X Plus 16GB RAM 512GB Dysk SSD Win11 Platynowy",6499,"13 "", ekran dotykowy 2880 x 1920 pikseli 120 Hz",Qualcomm® Snapdragon® X Plus,16,Qualcomm® Adreno™ Graphics,512,Windows 11 Home,Qualcomm
"Laptop biznesowy Lenovo ThinkPad L16 Gen 1 16"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",5199,"16 "", 1920 x 1200 pikseli",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop ultrabook Huawei MateBook D 14 2024 14"" i5-13420H 16GB RAM 512GB Dysk SSD Win11 Szary",3699,"14 "", 1920 x 1200 pikseli",Intel® Core™ i5 13gen 13420H,16,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop biznesowy Lenovo ThinkPad L16 Gen 1 16"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",5199,"16 "", 1920 x 1200 pikseli",Intel® Core™ Ultra 5 14gen 125U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop ultrabook Huawei MateBook D 14 2024 14"" i5-13420H 16GB RAM 512GB Dysk SSD Win11 Szary",3699,"14 "", 1920 x 1200 pikseli",Intel® Core™ i5 13gen 13420H,16,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop Dell Inspiron 5430-9898 14"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Szary",4799,"14 "", 1920 x 1200 pikseli",Intel® Core™ i7 13gen 1335U,16,Intel® Iris Xe Graphics,512,Windows 11 Home,Intel
"Apple MacBook Pro 2024 16,2"" M4 Pro 48GB RAM 512GB Dysk macOS Srebrny",14999,"16,2 "", 3456 x 2234 pikseli 120 Hz",Apple M4 Pro,48,Apple M4 Pro (20-rdzeni),512,macOS Sonoma,Apple
"Laptop biznesowy Lenovo ThinkPad P16s Gen 2 16"" R5 7540U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",6199,"16 "", 1920 x 1200 pikseli",AMD Ryzen™ 5 7540U,16,AMD Radeon™ 740M,512,Windows 11 Professional,AMD
"Laptop biznesowy Lenovo ThinkPad T14 Gen 5 14"" Ultra 7 155U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",6949,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Laptop gamingowy MSI Cyborg 14 A13VF-023XPL 14""144Hz i7-13620H 16GB RAM 512GB Dysk SSD RTX4060 DLSS3 Czarny",5899,"14 "", 1920 x 1200 pikseli 144 Hz",Intel® Core™ i7 13gen 13620H,16,NVIDIA® GeForce RTX™ 4060 + Intel UHD Graphics,512,Brak,Intel
"Laptop 2w1 Lenovo ThinkPad T14s Gen 6 14"" Snapdragon X Elite X1E-78-100 32GB RAM 1TB Dysk SSD Win11 Pro Czarny",9449,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",Qualcomm® Snapdragon™ X Elite X1E-78-100,32,Qualcomm® Adreno™,1024,Windows 11 Professional,Qualcomm
"Laptop gamingowy MSI Titan 18 HX A14VHG-414PL 18"" 120Hz i9-14900HX 64GB RAM 2TB Dysk SSD RTX4080 DLSS3 Win11 Czarny + Zestaw AKC",18999,"18 "", 3840 x 2400 pikseli 120 Hz",Intel® Core™ i9 14gen 14900HX,64,NVIDIA® GeForce RTX™ 4080 + Intel UHD Graphics,2048,Windows 11 Home,Intel
"Laptop biznesowy HP ProBook 445 G9 14"" R5 5625U 16GB RAM 256GB Dysk SSD Win11 Pro Srebrny",2599,"14 "", 1920 x 1080 pikseli",AMD Ryzen™ 5 5625U,16,AMD Radeon™ Graphics,256,Windows 11 Professional,AMD
"Laptop biznesowy Lenovo ThinkPad T14 Gen 5 14"" Ultra 7 155U 32GB RAM 1TB Dysk SSD Win11 Pro Czarny",8099,"14 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155U,32,Intel® Graphics,1024,Windows 11 Professional,Intel
"Laptop Lenovo ThinkBook 16 G7 IML 16"" Ultra 7 155H 16GB RAM 512GB Dysk SSD Win11 Pro Szary",4799,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,16,Intel® Arc™ Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy HP EliteBook 640 G10 14"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",4199,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 13gen 1355U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Lenovo ThinkPad E16 Gen 2 16"" R7 7735HS 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",5399,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 7 7735HS,16,AMD Radeon™ 680M,512,Windows 11 Professional,AMD
"Laptop biznesowy Lenovo ThinkBook 16p G5 IRX 16"" 165Hz i9-14900HX 32GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Pro Szary",11699,"16 "", 3200 x 2000 pikseli 165 Hz",Intel® Core™ i9 14gen 14900HX,32,NVIDIA® GeForce RTX 4060 + UHD Graphics,1024,Windows 11 Professional,Intel
"Laptop gamingowy Lenovo IdeaPad Gaming 3 15ACH6 15,6"" R5 5600H 16GB RAM 512GB Dysk SSD RTX3050Ti Win10 Czarny",4999,"15,6 "", 1920 x 1080 pikseli 60 Hz",AMD Ryzen™ 5 5600H,16,NVIDIA® GeForce RTX™ 3050 Ti + AMD Radeon™ Graphics,512,Windows 10,AMD
"Laptop biznesowy Dell Vostro 5640 16"" Core 7 150U 16GB RAM 512GB Dysk SSD Win11 Pro Szary",4449,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ 7 150U,16,Intel® Graphics,512,Windows 11 Professional,Intel
"Apple MacBook Pro 2023 14,2"" M3 8GB RAM 1TB Dysk macOS Srebrny",7999,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M3,8,Apple M3 (10-rdzeni),1024,macOS Sonoma,Apple
"Laptop 2w1 Microsoft Surface Laptop 5 15"" i7-1255U 8GB RAM 256GB Dysk SSD Win11 Platynowy metaliczny",5989,"15 "", ekran dotykowy 2496 x 1664 pikseli",Intel® Core™ i7 12gen 1255U,8,Intel® Iris Xe Graphics,256,Windows 11 Home,Intel
"Laptop MSI Prestige 16 AI Studio B1VEG-224PL 16"" Ultra 7 155H 32GB RAM 1TB Dysk SSD RTX4050 DLSS3 Win11 Szary",7799,"16 "", 2560 x 1600 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,32,NVIDIA® GeForce RTX 4050 + Intel Arc Graphics,1024,Windows 11 Home,Intel
"Apple MacBook Pro 2023 14,2"" M3 8GB RAM 512GB Dysk macOS Gwiezdna Szarość",7999,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M3,8,Apple M3 (10-rdzeni),512,macOS Sonoma,Apple
"Laptop 2w1 HP Dragonfly G4 13,5"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Szary",8799,"13,5 "", ekran dotykowy 1920 x 1280 pikseli",Intel® Core™ i7 13gen 1355U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Apple MacBook Pro 2023 14,2"" M3 8GB RAM 512GB Dysk macOS Gwiezdna Szarość",7999,"14,2 "", 3024 x 1964 pikseli 120 Hz",Apple M3,8,Apple M3 (10-rdzeni),512,macOS Sonoma,Apple
"Laptop 2w1 HP Dragonfly G4 13,5"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Szary",8799,"13,5 "", ekran dotykowy 1920 x 1280 pikseli",Intel® Core™ i7 13gen 1355U,16,Intel® Iris Xe Graphics,512,Windows 11 Professional,Intel
"Laptop gamingowy HP OMEN 17-ck1122nw 17,3'' 165Hz i7-12800HX 32GB RAM 1TB Dysk SSD RTX3080Ti Win11 Czarny",9999,"17,3 "", 2560 x 1440 pikseli 165 Hz",Intel® Core™ i7 12gen 12800HX,32,NVIDIA® GeForce RTX™ 3080 Ti + Intel UHD Graphics,1024,Windows 11 Home,Intel
"Laptop gamingowy Acer Nitro V 15 ANV15-41-R1TR 15,6"" 144Hz R5 7535HS 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Czarny",4599,"15,6 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 5 7535HS,16,NVIDIA® GeForce RTX™ 4060 + AMD Radeon™ 660M,1024,Windows 11 Home,AMD
"Laptop gamingowy ASUS ROG Zephyrus M16 2023 AniMe Matrix GU604VY-NM068X 16""240Hz i9-13900H 64GB RAM 2TB Dysk SSD RTX4090DLSS3 W11 Pro Czarny",15999,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i9 13gen 13900H,64,NVIDIA® GeForce RTX™ 4090 + Intel Iris Xe Graphics,2048,Windows 11 Professional,Intel
"Laptop biznesowy Dell XPS 13 9340-7630 13,4"" 120Hz Ultra 7 155H 16GB RAM 512GB Dysk SSD Win11 Pro Grafitowy",9299,"13,4 "", 1920 x 1200 pikseli 120 Hz",Intel® Core™ Ultra 7 14gen 155H,16,Intel® Arc Graphics,512,Windows 11 Professional,Intel
Laptop gamingowy HP OMEN 14-fb0432nw OLED 14'' 120Hz Ultra 9 185H 32GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Czarny,9999,"14 "", 2880 x 1800 pikseli 120 Hz",Intel® Core™ Ultra 9 14gen 185H,32,NVIDIA® GeForce RTX™ 4070 + Intel Arc Graphics,1024,Windows 11 Home,Intel
"Laptop Lenovo IdeaPad 3 15ITL6 15,6"" i3-1115G4 8GB RAM 512GB Dysk SSD Win11S Szary",1799,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 11gen 1115G4,8,Intel® UHD Graphics,512,Windows 11 Home,Intel
"Laptop 2w1 Microsoft Surface Pro Copilot+ PC OLED 13"" Snapdragon X Elite 16GB RAM 512GB Dysk SSD Win11 Platynowy",7999,"13 "", ekran dotykowy 2880 x 1920 pikseli 120 Hz",Qualcomm® Snapdragon® X Elite,16,Qualcomm® Adreno™ Graphics,512,Windows 11 Home,Qualcomm
"Laptop biznesowy Lenovo V14 G4 IRU 14"" i5-13420H 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",3099,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 13420H,16,Intel® UHD Graphics,512,Windows 11 Professional,Intel
"Laptop biznesowy Lenovo ThinkPad E16 Gen 2 16"" R5 7535HS 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",4649,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 7535HS,16,AMD Radeon™ 660M,512,Windows 11 Professional,AMD
"Laptop biznesowy Lenovo ThinkPad T16 Gen 2 16"" R5 7540U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",6099,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 7540U,16,AMD Radeon™ 740M Graphics,512,Windows 11 Professional,AMD
