Date_reported,Country,New_deaths,New_cases,daily_vaccinations,Year,Month,Day,Day_of_Week
2021-04-03,South Africa,49.0,1273.0,5547.0,2021,4,3,5
2021-04-03,Germany,0.0,0.0,279803.0,2021,4,3,5
2021-04-03,United States,816.0,73685.0,3189925.0,2021,4,3,5
2021-04-03,Japan,28.0,2702.0,40661.0,2021,4,3,5
2021-04-04,United States,842.0,70446.0,3126075.0,2021,4,4,6
2021-04-04,Japan,8.0,2458.0,42203.0,2021,4,4,6
2021-04-04,Germany,1590.0,110007.0,279331.0,2021,4,4,6
2021-04-04,Pakistan,84.0,4723.0,24333.0,2021,4,4,6
2021-04-04,South Africa,8.0,777.0,5067.0,2021,4,4,6
2021-04-04,Australia,0.0,7.0,43221.0,2021,4,4,6
2021-04-05,Australia,0.0,9.0,36780.0,2021,4,5,0
2021-04-05,Pakistan,81.0,5020.0,23799.0,2021,4,5,0
2021-04-05,South Africa,33.0,463.0,4587.0,2021,4,5,0
2021-04-05,Germany,0.0,0.0,271037.0,2021,4,5,0
2021-04-05,United States,708.0,63695.0,3164090.0,2021,4,5,0
2021-04-05,Japan,10.0,2220.0,43746.0,2021,4,5,0
2021-04-06,United States,532.0,45722.0,3219043.0,2021,4,6,1
2021-04-06,Japan,18.0,2031.0,48405.0,2021,4,6,1
2021-04-06,Germany,0.0,0.0,277394.0,2021,4,6,1
2021-04-06,Pakistan,43.0,4323.0,23265.0,2021,4,6,1
2021-04-06,South Africa,8.0,452.0,2962.0,2021,4,6,1
2021-04-06,Australia,0.0,8.0,35712.0,2021,4,6,1
2021-04-07,Australia,0.0,14.0,35983.0,2021,4,7,2
2021-04-07,Pakistan,103.0,3953.0,32170.0,2021,4,7,2
2021-04-07,South Africa,37.0,437.0,2147.0,2021,4,7,2
2021-04-07,Germany,0.0,0.0,324819.0,2021,4,7,2
2021-04-07,United States,362.0,56400.0,3245326.0,2021,4,7,2
2021-04-07,Japan,30.0,3299.0,55767.0,2021,4,7,2
2021-04-08,United States,749.0,63657.0,3237541.0,2021,4,8,3
2021-04-08,Japan,22.0,3331.0,62499.0,2021,4,8,3
2021-04-08,Germany,0.0,0.0,378002.0,2021,4,8,3
2021-04-08,Pakistan,102.0,4004.0,41610.0,2021,4,8,3
2021-04-08,South Africa,79.0,756.0,2075.0,2021,4,8,3
2021-04-08,Australia,0.0,6.0,36271.0,2021,4,8,3
2021-04-09,Australia,0.0,5.0,44401.0,2021,4,9,4
2021-04-09,Pakistan,98.0,5329.0,43677.0,2021,4,9,4
2021-04-09,South Africa,62.0,1366.0,2657.0,2021,4,9,4
2021-04-09,Germany,0.0,0.0,436270.0,2021,4,9,4
2021-04-09,United States,821.0,74627.0,3332217.0,2021,4,9,4
2021-04-09,Japan,33.0,3587.0,70831.0,2021,4,9,4
2021-04-10,United States,867.0,75434.0,3416041.0,2021,4,10,5
2021-04-10,Japan,19.0,3610.0,70902.0,2021,4,10,5
2021-04-10,Germany,0.0,0.0,456361.0,2021,4,10,5
2021-04-10,Pakistan,105.0,5312.0,45744.0,2021,4,10,5
2021-04-10,South Africa,53.0,1267.0,2567.0,2021,4,10,5
2021-04-10,Australia,0.0,6.0,46198.0,2021,4,10,5
2021-04-11,Australia,0.0,9.0,47713.0,2021,4,11,6
2021-04-11,Pakistan,100.0,5139.0,47811.0,2021,4,11,6
2021-04-11,South Africa,30.0,1285.0,2570.0,2021,4,11,6
2021-04-11,Germany,1582.0,118188.0,466486.0,2021,4,11,6
2021-04-11,United States,864.0,76415.0,3506960.0,2021,4,11,6
2021-04-11,Japan,29.0,2883.0,70973.0,2021,4,11,6
2021-04-12,United States,740.0,68111.0,3494182.0,2021,4,12,0
2021-04-12,Japan,18.0,2516.0,71044.0,2021,4,12,0
2021-04-12,Germany,0.0,0.0,490925.0,2021,4,12,0
2021-04-12,Pakistan,114.0,5050.0,49878.0,2021,4,12,0
2021-04-12,South Africa,66.0,931.0,2574.0,2021,4,12,0
2021-04-12,Australia,0.0,14.0,54243.0,2021,4,12,0
2021-04-13,Australia,1.0,18.0,53620.0,2021,4,13,1
2021-04-13,Pakistan,58.0,4584.0,51945.0,2021,4,13,1
2021-04-13,South Africa,34.0,655.0,2884.0,2021,4,13,1
2021-04-13,Germany,0.0,0.0,520031.0,2021,4,13,1
2021-04-13,United States,468.0,53239.0,3422149.0,2021,4,13,1
2021-04-13,Japan,25.0,3367.0,66265.0,2021,4,13,1
2021-04-14,United States,533.0,60435.0,3326673.0,2021,4,14,2
2021-04-14,Japan,44.0,3952.0,59341.0,2021,4,14,2
2021-04-14,Germany,0.0,0.0,535425.0,2021,4,14,2
2021-04-14,Pakistan,118.0,4140.0,46877.0,2021,4,14,2
2021-04-14,South Africa,67.0,847.0,2012.0,2021,4,14,2
2021-04-14,Australia,0.0,14.0,51870.0,2021,4,14,2
2021-04-15,Australia,0.0,18.0,49009.0,2021,4,15,3
2021-04-15,Pakistan,135.0,4681.0,41810.0,2021,4,15,3
2021-04-15,South Africa,75.0,1599.0,1390.0,2021,4,15,3
2021-04-15,Germany,0.0,0.0,532861.0,2021,4,15,3
2021-04-15,United States,751.0,72206.0,3217813.0,2021,4,15,3
2021-04-15,Japan,31.0,4624.0,54678.0,2021,4,15,3
2021-04-16,United States,782.0,70654.0,3114382.0,2021,4,16,4
2021-04-16,Japan,38.0,4473.0,51311.0,2021,4,16,4
2021-04-16,Germany,0.0,0.0,527848.0,2021,4,16,4
2021-04-16,Pakistan,118.0,5395.0,44114.0,2021,4,16,4
2021-04-16,South Africa,73.0,1372.0,766.0,2021,4,16,4
2021-04-16,Australia,0.0,15.0,47956.0,2021,4,16,4
2021-04-17,Australia,1.0,21.0,47192.0,2021,4,17,5
2021-04-17,Pakistan,110.0,5364.0,46419.0,2021,4,17,5
2021-04-17,South Africa,92.0,1424.0,813.0,2021,4,17,5
2021-04-17,Germany,0.0,0.0,526931.0,2021,4,17,5
2021-04-17,United States,794.0,71498.0,3038600.0,2021,4,17,5
2021-04-17,Japan,46.0,4611.0,47692.0,2021,4,17,5
2021-04-18,United States,807.0,71074.0,3000143.0,2021,4,18,6
2021-04-18,Japan,38.0,4223.0,44093.0,2021,4,18,6
2021-04-18,Germany,1627.0,142021.0,527736.0,2021,4,18,6
2021-04-18,Pakistan,112.0,4976.0,48724.0,2021,4,18,6
2021-04-18,South Africa,48.0,1325.0,767.0,2021,4,18,6
2021-04-18,Australia,0.0,14.0,58322.0,2021,4,18,6
2021-04-19,Australia,0.0,24.0,59801.0,2021,4,19,0
2021-04-19,Pakistan,149.0,6127.0,51029.0,2021,4,19,0
2021-04-19,South Africa,25.0,1089.0,721.0,2021,4,19,0
2021-04-19,Germany,0.0,0.0,525480.0,2021,4,19,0
2021-04-19,United States,627.0,77212.0,2937135.0,2021,4,19,0
2021-04-19,Japan,19.0,3265.0,61405.0,2021,4,19,0
2021-04-20,United States,499.0,49337.0,2900929.0,2021,4,20,1
2021-04-20,Japan,30.0,4179.0,78956.0,2021,4,20,1
2021-04-20,Germany,0.0,0.0,523288.0,2021,4,20,1
2021-04-20,Pakistan,73.0,5152.0,53333.0,2021,4,20,1
2021-04-20,South Africa,21.0,744.0,369.0,2021,4,20,1
2021-04-20,Australia,0.0,16.0,60348.0,2021,4,20,1
2021-04-21,Australia,0.0,19.0,60913.0,2021,4,21,2
2021-04-21,Pakistan,137.0,5445.0,53333.0,2021,4,21,2
2021-04-21,South Africa,130.0,853.0,369.0,2021,4,21,2
2021-04-21,Germany,0.0,0.0,515562.0,2021,4,21,2
2021-04-21,United States,463.0,35281.0,2868780.0,2021,4,21,2
2021-04-21,Japan,39.0,4929.0,102174.0,2021,4,21,2
2021-04-22,United States,746.0,57318.0,2832530.0,2021,4,22,3
2021-04-22,Japan,54.0,5473.0,123951.0,2021,4,22,3
2021-04-22,Germany,0.0,0.0,509601.0,2021,4,22,3
2021-04-22,Pakistan,147.0,5499.0,53333.0,2021,4,22,3
2021-04-22,South Africa,53.0,1569.0,369.0,2021,4,22,3
2021-04-22,Australia,0.0,24.0,62146.0,2021,4,22,3
2021-04-23,Australia,0.0,37.0,62784.0,2021,4,23,4
2021-04-23,Pakistan,98.0,5857.0,53333.0,2021,4,23,4
2021-04-23,South Africa,55.0,1413.0,369.0,2021,4,23,4
2021-04-23,Germany,0.0,0.0,503730.0,2021,4,23,4
2021-04-23,United States,767.0,63049.0,2788180.0,2021,4,23,4
2021-04-23,Japan,36.0,5101.0,146495.0,2021,4,23,4
2021-04-24,United States,784.0,61479.0,2766088.0,2021,4,24,5
2021-04-24,Japan,54.0,5142.0,151104.0,2021,4,24,5
2021-04-24,Germany,0.0,0.0,503702.0,2021,4,24,5
2021-04-24,Pakistan,144.0,5870.0,53333.0,2021,4,24,5
2021-04-24,South Africa,71.0,1637.0,369.0,2021,4,24,5
2021-04-24,Australia,0.0,19.0,62452.0,2021,4,24,5
2021-04-25,Australia,0.0,8.0,50133.0,2021,4,25,6
2021-04-25,Pakistan,157.0,5908.0,53333.0,2021,4,25,6
2021-04-25,South Africa,59.0,1385.0,369.0,2021,4,25,6
2021-04-25,Germany,1622.0,144678.0,505635.0,2021,4,25,6
2021-04-25,United States,835.0,62419.0,2746156.0,2021,4,25,6
2021-04-25,Japan,59.0,4722.0,153513.0,2021,4,25,6
2021-04-26,United States,654.0,51698.0,2718528.0,2021,4,26,0
2021-04-26,Japan,59.0,4177.0,178418.0,2021,4,26,0
2021-04-26,Germany,0.0,0.0,510011.0,2021,4,26,0
2021-04-26,Pakistan,118.0,5611.0,53333.0,2021,4,26,0
2021-04-26,South Africa,23.0,1101.0,369.0,2021,4,26,0
2021-04-26,Australia,0.0,29.0,45150.0,2021,4,26,0
2021-04-27,Australia,0.0,30.0,44491.0,2021,4,27,1
2021-04-27,Pakistan,70.0,4825.0,53333.0,2021,4,27,1
2021-04-27,South Africa,38.0,849.0,369.0,2021,4,27,1
2021-04-27,Germany,0.0,0.0,542163.0,2021,4,27,1
2021-04-27,United States,435.0,40847.0,2670705.0,2021,4,27,1
2021-04-27,Japan,32.0,4523.0,193940.0,2021,4,27,1
2021-04-28,United States,467.0,30199.0,2615996.0,2021,4,28,2
2021-04-28,Japan,51.0,5425.0,210325.0,2021,4,28,2
2021-04-28,Germany,0.0,0.0,599710.0,2021,4,28,2
2021-04-28,Pakistan,142.0,4487.0,53333.0,2021,4,28,2
2021-04-28,South Africa,51.0,880.0,369.0,2021,4,28,2
2021-04-28,Australia,0.0,24.0,46655.0,2021,4,28,2
2021-04-29,Australia,0.0,30.0,46278.0,2021,4,29,3
2021-04-29,Pakistan,201.0,5292.0,66378.0,2021,4,29,3
2021-04-29,South Africa,48.0,1250.0,1664.0,2021,4,29,3
2021-04-29,Germany,0.0,0.0,643781.0,2021,4,29,3
2021-04-29,United States,546.0,50313.0,2552171.0,2021,4,29,3
2021-04-29,Japan,139.0,5794.0,182786.0,2021,4,29,3
2021-04-30,United States,832.0,54396.0,2497292.0,2021,4,30,4
2021-04-30,Japan,35.0,4820.0,198351.0,2021,4,30,4
2021-04-30,Germany,0.0,0.0,679302.0,2021,4,30,4
2021-04-30,Pakistan,150.0,5480.0,79422.0,2021,4,30,4
2021-04-30,South Africa,46.0,1086.0,3049.0,2021,4,30,4
2021-04-30,Australia,0.0,22.0,45828.0,2021,4,30,4
2021-05-01,Australia,0.0,11.0,45714.0,2021,5,1,5
2021-05-01,Pakistan,131.0,5112.0,92467.0,2021,5,1,5
2021-05-01,South Africa,19.0,1674.0,3142.0,2021,5,1,5
2021-05-01,Germany,0.0,0.0,675082.0,2021,5,1,5
2021-05-01,United States,753.0,55643.0,2445701.0,2021,5,1,5
2021-05-01,Japan,67.0,5623.0,198736.0,2021,5,1,5
2021-05-02,United States,806.0,55311.0,2429468.0,2021,5,2,6
2021-05-02,Japan,65.0,5637.0,198679.0,2021,5,2,6
2021-05-02,Germany,1307.0,124684.0,672496.0,2021,5,2,6
2021-05-02,Pakistan,146.0,4696.0,105511.0,2021,5,2,6
2021-05-02,South Africa,56.0,1632.0,3834.0,2021,5,2,6
2021-05-02,Australia,0.0,14.0,46161.0,2021,5,2,6
2021-05-03,Australia,0.0,15.0,49662.0,2021,5,3,0
2021-05-03,Pakistan,113.0,4414.0,118556.0,2021,5,3,0
2021-05-03,South Africa,11.0,1222.0,4526.0,2021,5,3,0
2021-05-03,Germany,0.0,0.0,675203.0,2021,5,3,0
2021-05-03,United States,616.0,48352.0,2369240.0,2021,5,3,0
2021-05-03,Japan,59.0,4764.0,152796.0,2021,5,3,0
2021-05-04,United States,500.0,36593.0,2313824.0,2021,5,4,1
2021-05-04,Japan,50.0,4734.0,112712.0,2021,5,4,1
2021-05-04,Germany,0.0,0.0,683419.0,2021,5,4,1
2021-05-04,Pakistan,79.0,4213.0,131600.0,2021,5,4,1
2021-05-04,South Africa,35.0,897.0,7914.0,2021,5,4,1
2021-05-04,Australia,0.0,11.0,52396.0,2021,5,4,1
2021-05-05,Australia,0.0,13.0,51606.0,2021,5,5,2
2021-05-05,Pakistan,161.0,3377.0,150017.0,2021,5,5,2
2021-05-05,South Africa,59.0,1187.0,9707.0,2021,5,5,2
2021-05-05,Germany,0.0,0.0,686930.0,2021,5,5,2
2021-05-05,United States,470.0,32953.0,2237030.0,2021,5,5,2
2021-05-05,Japan,47.0,3763.0,66618.0,2021,5,5,2
2021-05-06,United States,674.0,42552.0,2162105.0,2021,5,6,3
2021-05-06,Japan,72.0,4871.0,118667.0,2021,5,6,3
2021-05-06,Germany,0.0,0.0,693340.0,2021,5,6,3
2021-05-06,Pakistan,119.0,4112.0,153666.0,2021,5,6,3
2021-05-06,South Africa,46.0,2073.0,9435.0,2021,5,6,3
2021-05-06,Australia,0.0,21.0,53570.0,2021,5,6,3
2021-05-07,Australia,0.0,11.0,56126.0,2021,5,7,4
2021-05-07,Pakistan,108.0,4198.0,144000.0,2021,5,7,4
2021-05-07,South Africa,63.0,2149.0,9074.0,2021,5,7,4
2021-05-07,Germany,0.0,0.0,705885.0,2021,5,7,4
2021-05-07,United States,714.0,44541.0,2105134.0,2021,5,7,4
2021-05-07,Japan,113.0,5528.0,96959.0,2021,5,7,4
2021-05-08,United States,671.0,42692.0,2060951.0,2021,5,8,5
2021-05-08,Japan,121.0,6505.0,100546.0,2021,5,8,5
2021-05-08,Germany,0.0,0.0,718694.0,2021,5,8,5
2021-05-08,Pakistan,140.0,4298.0,134335.0,2021,5,8,5
2021-05-08,South Africa,67.0,2256.0,9116.0,2021,5,8,5
2021-05-08,Australia,0.0,9.0,57181.0,2021,5,8,5
2021-05-09,Australia,0.0,17.0,57515.0,2021,5,9,6
2021-05-09,Pakistan,120.0,4110.0,124670.0,2021,5,9,6
2021-05-09,South Africa,37.0,2191.0,9282.0,2021,5,9,6
2021-05-09,Germany,1010.0,100847.0,721732.0,2021,5,9,6
2021-05-09,United States,806.0,44641.0,2023316.0,2021,5,9,6
2021-05-09,Japan,53.0,7017.0,108634.0,2021,5,9,6
2021-05-10,United States,609.0,37021.0,1972050.0,2021,5,10,0
2021-05-10,Japan,65.0,5773.0,157926.0,2021,5,10,0
2021-05-10,Germany,0.0,0.0,741492.0,2021,5,10,0
2021-05-10,Pakistan,118.0,3785.0,115004.0,2021,5,10,0
2021-05-10,South Africa,11.0,1778.0,9447.0,2021,5,10,0
2021-05-10,Australia,0.0,8.0,59877.0,2021,5,10,0
2021-05-11,Australia,0.0,8.0,59453.0,2021,5,11,1
2021-05-11,Pakistan,78.0,3447.0,105339.0,2021,5,11,1
2021-05-11,South Africa,90.0,1129.0,8742.0,2021,5,11,1
2021-05-11,Germany,0.0,0.0,776431.0,2021,5,11,1
2021-05-11,United States,408.0,27538.0,1907021.0,2021,5,11,1
2021-05-11,Japan,123.0,5885.0,204770.0,2021,5,11,1
2021-05-12,United States,395.0,24383.0,1831111.0,2021,5,12,2
2021-05-12,Japan,101.0,6927.0,258710.0,2021,5,12,2
2021-05-12,Germany,0.0,0.0,815054.0,2021,5,12,2
2021-05-12,Pakistan,113.0,3096.0,88664.0,2021,5,12,2
2021-05-12,South Africa,71.0,1548.0,9233.0,2021,5,12,2
2021-05-12,Australia,0.0,8.0,60177.0,2021,5,12,2
2021-05-13,Australia,0.0,8.0,60873.0,2021,5,13,3
2021-05-13,Pakistan,104.0,2869.0,73712.0,2021,5,13,3
2021-05-13,South Africa,72.0,2759.0,11648.0,2021,5,13,3
2021-05-13,Germany,0.0,0.0,734424.0,2021,5,13,3
2021-05-13,United States,598.0,33073.0,1796643.0,2021,5,13,3
2021-05-13,Japan,90.0,6918.0,263917.0,2021,5,13,3
2021-05-14,United States,679.0,35784.0,1788770.0,2021,5,14,4
2021-05-14,Japan,110.0,6294.0,296023.0,2021,5,14,4
2021-05-14,Germany,0.0,0.0,715050.0,2021,5,14,4
2021-05-14,Pakistan,126.0,3265.0,81301.0,2021,5,14,4
2021-05-14,South Africa,44.0,3221.0,13307.0,2021,5,14,4
2021-05-14,Australia,0.0,2.0,61296.0,2021,5,14,4
2021-05-15,Australia,0.0,10.0,62121.0,2021,5,15,5
2021-05-15,Pakistan,48.0,2517.0,88889.0,2021,5,15,5
2021-05-15,South Africa,112.0,3141.0,13710.0,2021,5,15,5
2021-05-15,Germany,0.0,0.0,711399.0,2021,5,15,5
2021-05-15,United States,583.0,40435.0,1833158.0,2021,5,15,5
2021-05-15,Japan,98.0,6147.0,310623.0,2021,5,15,5
2021-05-16,United States,701.0,35116.0,1878557.0,2021,5,16,6
2021-05-16,Japan,45.0,5187.0,328618.0,2021,5,16,6
2021-05-16,Germany,676.0,70746.0,710820.0,2021,5,16,6
2021-05-16,Pakistan,83.0,1531.0,96477.0,2021,5,16,6
2021-05-16,South Africa,59.0,2750.0,12840.0,2021,5,16,6
2021-05-16,Australia,0.0,8.0,62417.0,2021,5,16,6
2021-05-17,Australia,0.0,3.0,63888.0,2021,5,17,0
2021-05-17,Pakistan,76.0,2379.0,104066.0,2021,5,17,0
2021-05-17,South Africa,27.0,2585.0,11929.0,2021,5,17,0
2021-05-17,Germany,0.0,0.0,705875.0,2021,5,17,0
2021-05-17,United States,442.0,29837.0,1909621.0,2021,5,17,0
2021-05-17,Japan,83.0,4650.0,364867.0,2021,5,17,0
2021-05-18,United States,437.0,21375.0,1913153.0,2021,5,18,1
2021-05-18,Japan,260.0,4877.0,397125.0,2021,5,18,1
2021-05-18,Germany,0.0,0.0,675138.0,2021,5,18,1
2021-05-18,Pakistan,74.0,3232.0,111654.0,2021,5,18,1
2021-05-18,South Africa,50.0,1757.0,14967.0,2021,5,18,1
2021-05-18,Australia,0.0,10.0,66624.0,2021,5,18,1
2021-05-19,Australia,0.0,3.0,68137.0,2021,5,19,2
2021-05-19,Pakistan,135.0,2566.0,120880.0,2021,5,19,2
2021-05-19,South Africa,80.0,2355.0,18206.0,2021,5,19,2
2021-05-19,Germany,0.0,0.0,629449.0,2021,5,19,2
2021-05-19,United States,362.0,19453.0,1923421.0,2021,5,19,2
2021-05-19,Japan,89.0,5552.0,432843.0,2021,5,19,2
2021-05-20,United States,610.0,27639.0,1886674.0,2021,5,20,3
2021-05-20,Japan,106.0,5905.0,448581.0,2021,5,20,3
2021-05-20,Germany,0.0,0.0,703947.0,2021,5,20,3
2021-05-20,Pakistan,104.0,3256.0,130106.0,2021,5,20,3
2021-05-20,South Africa,167.0,3522.0,20320.0,2021,5,20,3
2021-05-20,Australia,0.0,6.0,70319.0,2021,5,20,3
2021-05-21,Australia,0.0,3.0,67216.0,2021,5,21,4
2021-05-21,Pakistan,131.0,4207.0,141494.0,2021,5,21,4
2021-05-21,South Africa,61.0,3641.0,24009.0,2021,5,21,4
2021-05-21,Germany,0.0,0.0,717547.0,2021,5,21,4
2021-05-21,United States,583.0,27491.0,1830576.0,2021,5,21,4
2021-05-21,Japan,106.0,5368.0,471252.0,2021,5,21,4
2021-05-22,United States,541.0,27948.0,1773964.0,2021,5,22,5
2021-05-22,Japan,84.0,4747.0,493384.0,2021,5,22,5
2021-05-22,Germany,0.0,0.0,728054.0,2021,5,22,5
2021-05-22,Pakistan,102.0,3070.0,142048.0,2021,5,22,5
2021-05-22,South Africa,151.0,3332.0,24219.0,2021,5,22,5
2021-05-22,Australia,0.0,4.0,70366.0,2021,5,22,5
2021-05-23,Australia,0.0,7.0,76578.0,2021,5,23,6
2021-05-23,Pakistan,88.0,4007.0,142602.0,2021,5,23,6
2021-05-23,South Africa,53.0,4236.0,24699.0,2021,5,23,6
2021-05-23,Germany,448.0,52670.0,728467.0,2021,5,23,6
2021-05-23,United States,649.0,27866.0,1734742.0,2021,5,23,6
2021-05-23,Japan,76.0,4590.0,513548.0,2021,5,23,6
2021-05-24,United States,409.0,22224.0,1663282.0,2021,5,24,0
2021-05-24,Japan,86.0,3048.0,538482.0,2021,5,24,0
2021-05-24,Germany,0.0,0.0,695508.0,2021,5,24,0
2021-05-24,Pakistan,74.0,3071.0,143156.0,2021,5,24,0
2021-05-24,South Africa,30.0,2894.0,31739.0,2021,5,24,0
2021-05-24,Australia,0.0,10.0,72471.0,2021,5,24,0
2021-05-25,Australia,0.0,9.0,73775.0,2021,5,25,1
2021-05-25,Pakistan,57.0,3060.0,161317.0,2021,5,25,1
2021-05-25,South Africa,72.0,2383.0,34681.0,2021,5,25,1
2021-05-25,Germany,0.0,0.0,664439.0,2021,5,25,1
2021-05-25,United States,287.0,16030.0,1572765.0,2021,5,25,1
2021-05-25,Japan,99.0,3624.0,552314.0,2021,5,25,1
2021-05-26,United States,555.0,14761.0,1479626.0,2021,5,26,2
2021-05-26,Japan,104.0,4317.0,564013.0,2021,5,26,2
2021-05-26,Germany,0.0,0.0,676088.0,2021,5,26,2
2021-05-26,Pakistan,92.0,2253.0,179478.0,2021,5,26,2
2021-05-26,South Africa,102.0,3084.0,38576.0,2021,5,26,2
2021-05-26,Australia,0.0,18.0,76420.0,2021,5,26,2
2021-05-27,Australia,0.0,15.0,79809.0,2021,5,27,3
2021-05-27,Pakistan,65.0,2724.0,197639.0,2021,5,27,3
2021-05-27,South Africa,101.0,4623.0,43078.0,2021,5,27,3
2021-05-27,Germany,0.0,0.0,689307.0,2021,5,27,3
2021-05-27,United States,518.0,24571.0,1383700.0,2021,5,27,3
2021-05-27,Japan,113.0,4034.0,592803.0,2021,5,27,3
2021-05-28,United States,517.0,23475.0,1279763.0,2021,5,28,4
2021-05-28,Japan,105.0,4148.0,614156.0,2021,5,28,4
2021-05-28,Germany,0.0,0.0,696910.0,2021,5,28,4
2021-05-28,Pakistan,75.0,2726.0,202142.0,2021,5,28,4
2021-05-28,South Africa,93.0,4424.0,45928.0,2021,5,28,4
2021-05-28,Australia,0.0,10.0,89405.0,2021,5,28,4
2021-05-29,Australia,0.0,10.0,90164.0,2021,5,29,5
2021-05-29,Pakistan,67.0,2482.0,217477.0,2021,5,29,5
2021-05-29,South Africa,123.0,4576.0,45762.0,2021,5,29,5
2021-05-29,Germany,0.0,0.0,687848.0,2021,5,29,5
2021-05-29,United States,545.0,21970.0,1182185.0,2021,5,29,5
2021-05-29,Japan,101.0,3639.0,643030.0,2021,5,29,5
2021-05-30,United States,703.0,24780.0,1143216.0,2021,5,30,6
2021-05-30,Japan,47.0,2813.0,668135.0,2021,5,30,6
2021-05-30,Germany,261.0,29867.0,687654.0,2021,5,30,6
2021-05-30,Pakistan,73.0,2455.0,232813.0,2021,5,30,6
2021-05-30,South Africa,70.0,4515.0,45546.0,2021,5,30,6
2021-05-30,Australia,0.0,15.0,86774.0,2021,5,30,6
2021-05-31,Australia,0.0,8.0,96017.0,2021,5,31,0
2021-05-31,Pakistan,56.0,2697.0,248149.0,2021,5,31,0
2021-05-31,South Africa,76.0,3755.0,49171.0,2021,5,31,0
2021-05-31,Germany,0.0,0.0,719412.0,2021,5,31,0
2021-05-31,United States,301.0,15628.0,983691.0,2021,5,31,0
2021-05-31,Japan,81.0,2226.0,684049.0,2021,5,31,0
2021-06-01,United States,254.0,12350.0,959352.0,2021,6,1,1
2021-06-01,Japan,92.0,2417.0,718748.0,2021,6,1,1
2021-06-01,Germany,0.0,0.0,767205.0,2021,6,1,1
2021-06-01,Pakistan,43.0,2117.0,245878.0,2021,6,1,1
2021-06-01,South Africa,67.0,2792.0,50809.0,2021,6,1,1
2021-06-01,Australia,0.0,12.0,100881.0,2021,6,1,1
2021-06-02,Australia,0.0,12.0,105148.0,2021,6,2,2
2021-06-02,Pakistan,71.0,1771.0,253601.0,2021,6,2,2
2021-06-02,South Africa,95.0,3614.0,52164.0,2021,6,2,2
2021-06-02,Germany,0.0,0.0,777190.0,2021,6,2,2
2021-06-02,United States,232.0,9408.0,914208.0,2021,6,2,2
2021-06-02,Japan,105.0,3061.0,751543.0,2021,6,2,2
2021-06-03,United States,332.0,8935.0,900025.0,2021,6,3,3
2021-06-03,Japan,119.0,2874.0,780350.0,2021,6,3,3
2021-06-03,Germany,0.0,0.0,720174.0,2021,6,3,3
2021-06-03,Pakistan,80.0,1843.0,260438.0,2021,6,3,3
2021-06-03,South Africa,110.0,5782.0,52563.0,2021,6,3,3
2021-06-03,Australia,0.0,7.0,107832.0,2021,6,3,3
2021-06-04,Australia,0.0,13.0,110637.0,2021,6,4,4
2021-06-04,Pakistan,92.0,2028.0,248118.0,2021,6,4,4
2021-06-04,South Africa,54.0,5360.0,53239.0,2021,6,4,4
2021-06-04,Germany,0.0,0.0,706799.0,2021,6,4,4
2021-06-04,United States,492.0,16048.0,910535.0,2021,6,4,4
2021-06-04,Japan,85.0,2598.0,806910.0,2021,6,4,4
2021-06-05,United States,478.0,18151.0,954238.0,2021,6,5,5
2021-06-05,Japan,74.0,2660.0,836379.0,2021,6,5,5
2021-06-05,Germany,0.0,0.0,707151.0,2021,6,5,5
2021-06-05,Pakistan,83.0,1893.0,235798.0,2021,6,5,5
2021-06-05,South Africa,67.0,5668.0,53588.0,2021,6,5,5
2021-06-05,Australia,0.0,8.0,114779.0,2021,6,5,5
2021-06-06,Australia,0.0,297.0,118973.0,2021,6,6,6
2021-06-06,Pakistan,84.0,1923.0,247612.0,2021,6,6,6
2021-06-06,South Africa,97.0,5450.0,54257.0,2021,6,6,6
2021-06-06,Germany,141.0,20680.0,708385.0,2021,6,6,6
2021-06-06,United States,586.0,18592.0,973021.0,2021,6,6,6
2021-06-06,Japan,51.0,2078.0,866543.0,2021,6,6,6
2021-06-07,United States,394.0,14734.0,1097019.0,2021,6,7,0
2021-06-07,Japan,71.0,1490.0,892576.0,2021,6,7,0
2021-06-07,Germany,0.0,0.0,717978.0,2021,6,7,0
2021-06-07,Pakistan,76.0,1629.0,259426.0,2021,6,7,0
2021-06-07,South Africa,45.0,5073.0,55518.0,2021,6,7,0
2021-06-07,Australia,0.0,0.0,120177.0,2021,6,7,0
2021-06-08,Australia,0.0,0.0,120488.0,2021,6,8,1
2021-06-08,Pakistan,58.0,1490.0,271241.0,2021,6,8,1
2021-06-08,South Africa,89.0,3285.0,58243.0,2021,6,8,1
2021-06-08,Germany,0.0,0.0,727848.0,2021,6,8,1
2021-06-08,United States,423.0,11084.0,1084072.0,2021,6,8,1
2021-06-08,Japan,98.0,1728.0,919612.0,2021,6,8,1
2021-06-09,United States,322.0,9898.0,1091115.0,2021,6,9,2
2021-06-09,Japan,98.0,2189.0,945794.0,2021,6,9,2
2021-06-09,Germany,0.0,0.0,753534.0,2021,6,9,2
2021-06-09,Pakistan,53.0,1383.0,273061.0,2021,6,9,2
2021-06-09,South Africa,120.0,4209.0,60808.0,2021,6,9,2
2021-06-09,Australia,0.0,0.0,120710.0,2021,6,9,2
2021-06-10,Australia,0.0,0.0,122092.0,2021,6,10,3
2021-06-10,Pakistan,77.0,1118.0,274063.0,2021,6,10,3
