Tytuł,Cena,Sklep,Procesor,RAM,Dysk SSD,Karta graficzna:,Ekran,System operacyjny,Dysk HDD:,Firma procesora
"Laptop LENOVO Yoga 9 14IAP7 14"" OLED i7-1260P 16GB RAM 1TB SSD Windows 11 Home",6519.97,MediaExpert,Intel Core i7-1260P,16,1000,Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop ASUS ProArt P16 H7606WI-ME083X 16"" OLED Ryzen AI 9 HX 370 64GB RAM 2TB SSD GeForce RTX4070 DLSS 3 Windows 11 Professional",14999.98,MediaExpert,AMD Ryzen AI 9 HX 370,64,2000,NVIDIA GeForce RTX 4070 + AMD Radeon 890M,16,Windows 11 Professional,,AMD
"Laptop LENOVO Legion Pro 5 16IRX9 16"" IPS 240Hz i5-14500HX 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",7199.98,MediaExpert,Intel Core i5-14500HX,32,1000,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,16,Windows 11 Home,,Intel
"Laptop DREAMMACHINES RG4070-17PL36 17.3"" 144Hz i7-14700HX 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3",8499.98,MediaExpert,Intel Core i7-14700HX,32,1000,NVIDIA GeForce RTX 4070 + Intel UHD Graphics,17.3,Brak,,Intel
"Laptop DELL Inspiron Plus 7440-7937 14"" Ultra 9-185H 32GB RAM 1TB SSD Windows 11 Professional",7479.99,MediaExpert,Intel Core Ultra 9-185H,32,1000,Intel Arc Graphics,14,Windows 11 Professional,,Intel
"Laptop ASUS VivoBook S 15 K5504VN-MA097X 15.6"" OLED i9-13900H 16GB RAM 1TB SSD Arc A350M Windows 11 Professional",7589.99,MediaExpert,Intel Core i9-13900H,16,1000,Intel Arc A350M + Intel UHD Graphics,15.6,Windows 11 Professional,,Intel
"Laptop LENOVO IdeaPad Gaming 3 15ARH7 15.6"" IPS R7-7735HS 16GB RAM 512GB SSD GeForce RTX3050",3599.98,MediaExpert,AMD Ryzen 7 7735HS,16,512,NVIDIA GeForce RTX 3050 + AMD Radeon 680M,15.6,Brak,,AMD
"Laptop ASUS VivoBook Pro K6602VU-MX030W 16"" OLED i9-13900H 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home",8899.98,MediaExpert,Intel Core i9-13900H,16,1000,NVIDIA GeForce RTX 4050 + Intel Iris Xe Graphics,16,Windows 11 Home,,Intel
"Laptop APPLE MacBook Pro 2023 14"" Retina M3 Pro 18GB RAM 512GB SSD macOS Srebrny",9999.99,MediaExpert,Apple M3 Pro,18,512,Apple M3 Pro (14 rdzeni),14.2,macOS Sonoma,,Apple
"Laptop DELL XPS Plus 9320-0658 13.4"" i5-1340P 16GB RAM 512GB SSD Windows 11 Professional",8999.97,MediaExpert,Intel Core i5-1340P,16,512,Intel Iris Xe Graphics,13.4,Windows 11 Professional,,Intel
"Laptop DELL Inspiron 5435-9904 14"" R5-7530U 8GB RAM 512GB SSD Windows 11 Home",2559.97,MediaExpert,AMD Ryzen 5 7530U,8,512,AMD Radeon Graphics,14,Windows 11 Home,,AMD
"Laptop APPLE MacBook Air 2023 15.3"" Retina M2 8GB RAM 256GB SSD macOS Północ",7299.99,MediaExpert,Apple M2,8,256,Apple M2 (10 rdzeni),15.3,macOS Ventura,,Apple
"Laptop DELL Latitude 5440 14"" i7-1355U 16GB RAM 512GB SSD Windows 11 Professional",6899.99,MediaExpert,Intel Core i7-1355U,16,512,Intel Iris Xe Graphics,14,Windows 11 Professional,,Intel
"Laptop ASUS VivoBook S 14 K5404VA-M9031W 14.5"" OLED i5-13500H 16GB RAM 512GB SSD Windows 11 Home",3999.97,MediaExpert,Intel Core i5-13500H,16,512,Intel Iris Xe Graphics,14.5,Windows 11 Home,,Intel
"Laptop ASUS VivoBook 14X K3405VC-KM058W 14"" OLED i5-13500H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",4799.97,MediaExpert,Intel Core i5-13500H,16,512,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop DELL Inspiron 3520-5807 15.6"" IPS i5-1235U 8GB RAM 512GB SSD Windows 11 Professional",2239.97,MediaExpert,Intel Core i5-1235U,8,512,Intel UHD Graphics,15.6,Windows 11 Professional,,Intel
"Laptop ASUS VivoBook S 14 K5404VA 14"" i5-13500H 16GB RAM 512GB SSD Windows 11 Home",3999.97,MediaExpert,Intel Core i5-13500H,16,512,Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop LENOVO IdeaPad 3 15ITL6 15.6"" IPS i5-1135G7 16GB RAM 512GB SSD Windows 11 Home",2079.97,MediaExpert,Intel Core i5-1135G7,16,512,Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop LENOVO IdeaPad Slim 3 15IAH8 15.6"" IPS i5-12450H 8GB RAM 512GB SSD Windows 11 Home",1919.97,MediaExpert,Intel Core i5-12450H,8,512,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop LENOVO IdeaPad Gaming 3 15ARH7 15.6"" IPS 165Hz R5-6600H 16GB 512GB SSD GeForce RTX3050",3199.99,MediaExpert,AMD Ryzen 5 6600H,16,512,NVIDIA GeForce RTX 3050 + AMD Radeon 660M,15.6,Brak,,AMD
"Laptop DELL Vostro 3520 15.6"" i7-1255U 16GB RAM 512GB SSD Windows 11 Professional",4649.98,MediaExpert,Intel Core i7-1255U,16,512,Intel Iris Xe Graphics,15.6,Windows 11 Professional,,Intel
"Laptop HP EliteBook 860 G9 16"" IPS i7-1255U 16GB RAM 512GB SSD Windows 11 Professional",5599.97,MediaExpert,Intel Core i7-1255U,16,512,Intel Iris Xe Graphics,16,Windows 11 Professional,,Intel
"Laptop ASUS VivoBook X1500EA-BQ3417W 15.6"" IPS i5-1135G7 16GB RAM 512GB SSD Windows 11 Home",2799.98,MediaExpert,Intel Core i5-1135G7,16,512,Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop APPLE MacBook Air 2023 15.3"" Retina M2 8GB RAM 512GB SSD macOS Północ",6559.97,MediaExpert,Apple M2,8,512,Apple M2 (10 rdzeni),15.3,macOS Ventura,,Apple
"Laptop ASUS VivoBook 17X M3704YA-AU027W 17.3"" IPS R5-7530U 16GB RAM 512GB SSD Windows 11 Home",3999.99,MediaExpert,AMD Ryzen 5 7530U,16,512,AMD Radeon Graphics,17.3,Windows 11 Home,,AMD
"Laptop ASUS VivoBook X1502ZA-BQ227W 15.6"" IPS i5-1240P 8GB RAM 512GB SSD Windows 11 Home",2599.99,MediaExpert,Intel Core i5-1240P,8,512,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop DELL Inspiron 3525-5554 15.6"" R5-5500U 8GB RAM 256GB SSD Windows 11 Home",2239.97,MediaExpert,AMD Ryzen 5 5500U,8,256,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop ACER Nitro AN16-41-R2FF 16"" IPS 165Hz R7-7735HS 32GB RAM 1TB SSD RTX4070 DLSS 3",7499.97,MediaExpert,AMD Ryzen 7 7735HS,32,1000,NVIDIA GeForce RTX 4070 + AMD Radeon 680M,16,Brak,,AMD
"Laptop ACER Nitro AN17-51-71AB 17.3"" IPS 165Hz i7-13700H 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home",6829.97,MediaExpert,Intel Core i7-13700H,16,1000,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,17.3,Windows 11 Home,,Intel
"Laptop HP Victus 15-FB0743NW 15.6"" IPS 144Hz R5-5600H 16GB RAM 512GB SSD GeForce GTX1650 Windows 11 Home",2579.97,MediaExpert,AMD Ryzen 5 5600H,16,512,NVIDIA GeForce GTX 1650 + AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop LENOVO IdeaPad 3 17ITL6 17.3"" IPS i3-1115G4 8GB RAM 512GB SSD Windows 11 Home",1759.97,MediaExpert,Intel Core i3-1115G4,8,512,Intel UHD Graphics,17.3,Windows 11 Home,,Intel
"Laptop ASUS VivoBook Go E510KA-EJ345W 15.6"" Celeron N4500 8GB RAM 128GB eMMC Windows 11 Home",1759.97,MediaExpert,Intel Celeron N4500,8,128,Intel HD Graphics,15.6,Windows 11 Home,,Intel
"Laptop LENOVO IdeaPad Gaming 3 15ACH6 15.6"" IPS R7-5800H 8GB RAM 512GB SSD GeForce RTX3050Ti Windows 11 Home",4299.98,MediaExpert,AMD Ryzen 7 5800H,8,512,NVIDIA GeForce RTX 3050 Ti + AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop LENOVO Legion 5 15ITH6 15.6"" IPS 165Hz i7-11800H 8GB RAM 512GB SSD GeForce RTX3050Ti Windows 11 Home",3999.97,MediaExpert,Intel Core i7-11800H,8,512,NVIDIA GeForce RTX 3050 Ti + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop LENOVO IdeaPad Gaming 3 15IAH7 15.6"" IPS i5-12450H 16GB RAM 512GB SSD GeForce RTX3050",3199.98,MediaExpert,Intel Core i5-12450H,16,512,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,15.6,Brak,,Intel
"Laptop LENOVO IdeaPad 3 15ITL6 15.6"" IPS i5-1135G7 16GB RAM 512GB SSD Windows 11 Home",2399.97,MediaExpert,Intel Core i5-1135G7,16,512,Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop HP Envy x360 15-EY0113NW 15.6"" IPS R5-5625U 16GB RAM 512GB SSD Windows 11 Home",3599.98,MediaExpert,AMD Ryzen 5 5625U,16,512,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop ACER Chromebook CBG516-1H-55XZ 16"" IPS i5-1240P 16GB RAM 256GB SSD Chrome OS",4009.97,MediaExpert,Intel Core i5-1240P,16,256,Intel Iris Xe Graphics,16,Chrome OS,,Intel
"Laptop HP Pavilion Aero 13-BE1009NW 13.3"" IPS R7-5825U 16GB RAM 1TB SSD Windows 11 Home",3849.97,MediaExpert,AMD Ryzen 7 5825U,16,1000,AMD Radeon Graphics,13.3,Windows 11 Home,,AMD
"Laptop HP Pavilion 14-DV2113NW 14"" IPS i5-1235U 16GB RAM 512GB SSD GeForce MX550 Windows 11 Home",3149.97,MediaExpert,Intel Core i5-1235U,16,512,NVIDIA GeForce MX550 + Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop HP Envy x360 13-BF0129NW 13.3"" OLED i7-1250U 16GB RAM 1TB SSD Windows 11 Home",5159.97,MediaExpert,Intel Core i7-1250U,16,1000,Intel Iris Xe Graphics,13.3,Windows 11 Home,,Intel
"Laptop MSI Katana GF76 12UE-691PL 17.3"" IPS 144Hz i7-12650H 16GB RAM 512GB SSD GeForce RTX3060 Windows 11 Home",5999.97,MediaExpert,Intel Core i7-12650H,16,512,NVIDIA GeForce RTX 3060 + Intel UHD Graphics,17.3,Windows 11 Home,,Intel
"Laptop PREDATOR Triton 300 SE 15.6"" IPS 144Hz i7-11800H 16GB RAM 512GB SSD GeForce RTX3050Ti Windows 11 Home",4619.97,MediaExpert,Intel Core i7-11800H,16,512,NVIDIA GeForce RTX 3050 Ti + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop HP 15S-EQ3243NW 15.6"" IPS R5-5625U 8GB RAM 512GB SSD",1889.97,MediaExpert,AMD Ryzen 5 5625U,8,512,AMD Radeon Graphics,15.6,Brak,,AMD
"Laptop HP Victus 16-D1213NW 16.1"" IPS i5-12500H 16GB RAM 512GB SSD GeForce RTX3060 Windows 11 Home",4479.97,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,16.1,Windows 11 Home,,Intel
"Laptop HP Victus 16-D1203NW 16.1"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX3060 Windows 11 Home",4549.97,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,16.1,Windows 11 Home,,Intel
"Laptop HP 14S-FQ2023NW 14"" IPS R7-5825U 8GB RAM 512GB SSD Windows 11 Home",2589.97,MediaExpert,AMD Ryzen 7 5825U,8,512,AMD Radeon Graphics,14,Windows 11 Home,,AMD
"Laptop DELL Inspiron Plus 7620-5798 16"" i7-12700H 32GB RAM 1TB SSD GeForce RTX3060 Windows 11 Home",8559.97,MediaExpert,Intel Core i7-12700H,32,1000,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,16,Windows 11 Home,,Intel
"Laptop DELL XPS 9315-9188 13.4"" i5-1230U 16GB RAM 512GB SSD Windows 11 Home",6639.97,MediaExpert,Intel Core i5-1230U,16,512,Intel Iris Xe Graphics,13.4,Windows 11 Home,,Intel
"Laptop DELL Inspiron 5420-5521 14"" i5-1235U 16GB RAM 512GB SSD Windows 11 Home",3839.97,MediaExpert,Intel Core i5-1235U,16,512,Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop HP 15S-FQ5003NW 15.6"" IPS i3-1215U 8GB RAM 256GB SSD",1749.97,MediaExpert,Intel Core i3-1215U,8,256,Intel UHD Graphics,15.6,Brak,,Intel
"Laptop ACER Nitro 5 AN515-58 15.6"" IPS 144Hz i5-12500H 8GB RAM 512GB SSD GeForce RTX3050Ti Windows 11 Home",3959.97,MediaExpert,Intel Core i5-12500H,8,512,NVIDIA GeForce RTX 3050 Ti + Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop HP 15S-EQ2233NW 15.6"" IPS R3-5300U 8GB RAM 512GB SSD",2079.97,MediaExpert,AMD Ryzen 3 5300U,8,512,AMD Radeon Graphics,15.6,Brak,,AMD
"Laptop HP Victus 15-FA0173NW 15.6"" IPS 144Hz i5-12450H 16GB RAM 512GB SSD Geforce RTX3050",3379.97,MediaExpert,Intel Core i5-12450H,16,512,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,15.6,Brak,,Intel
"Laptop LENOVO Yoga Slim 9 14ITL5 14"" IPS i7-1165G7 16GB RAM 1TB SSD Windows 11 Home",6299.97,MediaExpert,Intel Core i7-1165G7,16,1000,Intel Iris Xe Graphics,14,Windows 11 Home,,Intel
"Laptop HP 15S-FQ2057NW 15.6"" i3-1115G4 8GB RAM 256GB SSD",1679.97,MediaExpert,Intel Core i3-1115G4,8,256,Intel UHD Graphics,15.6,Brak,,Intel
"Laptop HP 15S-FQ2055NW 15.6"" i3-1115G4 8GB RAM 256GB SSD Windows 11 Home",1959.97,MediaExpert,Intel Core i3-1115G4,8,256,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop DREAMMACHINES RT3080Ti-15PL52 15.6"" 144Hz R7-6800H 64GB RAM 1TB SSD GeForce RTX3080Ti",12219.97,MediaExpert,AMD Ryzen 7 6800H,64,1000,NVIDIA GeForce RTX 3080 Ti + AMD Radeon 680M,15.6,Brak,,AMD
"Laptop ASUS X515EA-BQ3081 15.6"" IPS i5-1135G7 8GB RAM 512GB SSD",1759.97,MediaExpert,Intel Core i5-1135G7,8,512,Intel UHD Graphics,15.6,Brak,,Intel
"Laptop ASUS X515JA-BQ3327W 15.6"" IPS i3-1005G1 8GB RAM 512GB SSD Windows 11 Home",1299.97,MediaExpert,Intel Core i3-1005G1,8,512,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop ASUS VivoBook D1502IA-BQ189 15.6"" IPS R5-4600H 8GB RAM 512GB SSD",1999.97,MediaExpert,AMD Ryzen 5 4600H,8,512,AMD Radeon Graphics,15.6,Brak,,AMD
"Laptop ASUS X515EA-EJ2448 15.6"" i3-1115G4 8GB RAM 256GB SSD",1519.97,MediaExpert,Intel Core i3-1115G4,8,256,Intel UHD Graphics,15.6,Brak,,Intel
"Laptop ASUS X515EA-BQ1735 15.6"" IPS i5-1135G7 16GB RAM 512GB SSD",1919.97,MediaExpert,Intel Core i5-1135G7,16,512,Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop ASUS VivoBook X515JA-BQ3597 15.6"" IPS i7-1065G7 8GB RAM 512GB SSD",1679.97,MediaExpert,Intel Core i7-1065G7,8,512,Intel Iris Plus Graphics,15.6,Brak,,Intel
"Laptop LENOVO V15 G2 ITL 15.6"" i3-1115G4 8GB RAM 256GB SSD Windows 11 Professional",2399.97,MediaExpert,Intel Core i3-1115G4,8,256,Intel UHD Graphics,15.6,Windows 11 Professional,,Intel
"Laptop LENOVO Yoga Slim 7 Carbon 13IAP7 13.3"" IPS i5-1240P 16GB RAM 512GB SSD Windows 11 Home",4079.97,MediaExpert,Intel Core i5-1240P,16,512,Intel Iris Xe Graphics,13.3,Windows 11 Home,,Intel
"Laptop ACER Aspire Vero AV15-52-50WZ 15.6"" IPS i5-1235U 8GB RAM 512GB SSD Windows 11 Home",3039.97,MediaExpert,Intel Core i5-1235U,8,512,Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop GIGABYTE U4 UD-50EE823SD 14"" IPS i5-1155G7 16GB RAM 512GB SSD",2519.97,MediaExpert,Intel Core i5-1155G7,16,512,Intel Iris Xe Graphics,14,Brak,,Intel
"Laptop GIGABYTE A5 K1-AEE1130SD 15.6"" IPS 144Hz R5-5600H 16GB RAM 512GB SSD GeForce RTX3060",3439.97,MediaExpert,AMD Ryzen 5 5600H,16,512,NVIDIA GeForce RTX 3060 + AMD Radeon Graphics,15.6,Brak,,AMD
"Laptop ASUS ROG Zephyrus G14 GA402RJ-L4055W 14"" IPS 144Hz R7-6800HS 16GB RAM 512GB SSD Radeon RX6700S Windows 11 Home",6399.97,MediaExpert,AMD Ryzen 7 6800HS,16,512,AMD Radeon RX 6700S + AMD Radeon 680M,14,Windows 11 Home,,AMD
"Laptop DELL G15 5525-8366 15.6"" R7-6800H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",6389.98,MediaExpert,AMD Ryzen 7 6800H,16,512,NVIDIA GeForce RTX 3050 + AMD Radeon 680M,15.6,Windows 11 Home,,AMD
"Laptop ACER Extensa EX215-32-P3JP 15.6"" Pentium N6000 8GB RAM 256GB SSD",1439.97,MediaExpert,Intel Pentium Silver N6000,8,256,Intel UHD Graphics,15.6,Brak,,Intel
"Laptop ACER Chromebook CB314-1H-C80W 14"" IPS Celeron N4020 4GB RAM 32GB eMMC Chrome OS",979.97,MediaExpert,Intel Celeron N4020,4,32,Intel UHD Graphics 600,14,Chrome OS,,Intel
"Laptop LENOVO IdeaPad Gaming 3 15ACH6 15.6"" IPS R7-5800H 8GB RAM 512GB SSD GeForce RTX3050Ti",3119.97,MediaExpert,AMD Ryzen 7 5800H,8,512,NVIDIA GeForce RTX 3050 Ti + AMD Radeon Graphics,15.6,Brak,,AMD
"Laptop LENOVO IdeaPad 5 Pro 16IHU6 16"" IPS i7-11370H 16GB RAM 1TB SSD GeForce MX450",4039.97,MediaExpert,Intel Core i7-11370H,16,1000,NVIDIA GeForce MX450 + Intel Iris Xe Graphics,16,Brak,,Intel
"Laptop LENOVO IdeaPad 5 Pro 16IHU6 16"" IPS i5-11300H 16GB RAM 512GB SSD GeForce MX450",2879.97,MediaExpert,Intel Core i5-11300H,16,512,NVIDIA GeForce MX450 + Intel Iris Xe Graphics,16,Brak,,Intel
"Laptop ASUS ROG Flow Z13 GZ301ZC-LD110W 13.4"" IPS i7-12700H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",8699.98,MediaExpert,Intel Core i7-12700H,16,512,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,13.4,Windows 11 Home,,Intel
"Laptop LENOVO ThinkPad L14 Gen 3 14"" IPS i5-1235U 16GB RAM 512GB SSD Windows 11 Professional",5199.97,MediaExpert,Intel Core i5-1235U,16,512,Intel Iris Xe Graphics,14,Windows 11 Professional,,Intel
"Laptop PREDATOR Helios 300 PH315-55 15.6"" IPS 165Hz i7-12700H 32GB RAM 1TB SSD GeForce RTX3060 Windows 11 Home",6929.97,MediaExpert,Intel Core i7-12700H,32,1000,NVIDIA GeForce RTX 3060 + Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop ACER Nitro 5 AN515-58 15.6"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX3050Ti Windows 11 Home",4129.97,MediaExpert,Intel Core i5-12500H,16,512,NVIDIA GeForce RTX 3050 Ti + Intel Iris Xe Graphics,15.6,Windows 11 Home,,Intel
"Laptop ASUS X515JA-BQ3747W 15.6"" IPS i7-1065G7 8GB RAM 512GB SSD Windows 11 Home",1759.97,MediaExpert,Intel Core i7-1065G7,8,512,Intel Iris Plus Graphics,15.6,Windows 11 Home,,Intel
"Laptop HP Omen 16-C0153NW 16.1"" IPS 144Hz R7-5800H 16GB RAM 1TB SSD GeForce RTX3070",5459.97,MediaExpert,AMD Ryzen 7 5800H,16,1000,NVIDIA GeForce RTX 3070 + AMD Radeon Graphics,16.1,Brak,,AMD
"Laptop HP Pavilion Gaming 17-CD2413NW 17.3"" IPS 144Hz i5-11300H 8GB RAM 512GB SSD GeForce RTX3050",3219.97,MediaExpert,Intel Core i5-11300H,8,512,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,17.3,Brak,,Intel
"Laptop HP Pavilion Gaming 15-DK2823NW 15.6"" IPS 144Hz i5-11300H 8GB RAM 512GB SSD GeForce RTX3050",2939.97,MediaExpert,Intel Core i5-11300H,8,512,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop HP 15S-FQ2373NW 15.6"" IPS i3-1115G4 8GB RAM 256GB SSD Windows 11 Home",2789.98,MediaExpert,Intel Core i3-1115G4,8,256,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop LENOVO IdeaPad Gaming 3 15IHU6 15.6"" IPS i5-11300H 8GB RAM 512GB SSD GeForce RTX3050Ti",2719.97,MediaExpert,Intel Core i5-11300H,8,512,NVIDIA GeForce RTX 3050 Ti + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop ACER Extensa EX215-54 15.6"" IPS i5-1135G7 8GB RAM 256GB SSD",2019.97,MediaExpert,Intel Core i5-1135G7,8,256,Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop DELL G15 5511-6150 15.6"" i5-11260H 8GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",3919.97,MediaExpert,Intel Core i5-11260H,8,512,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop DELL Inspiron 3525-6518 15.6"" IPS R5-5625U 8GB RAM 512GB SSD Windows 11 Home",2099.97,MediaExpert,AMD Ryzen 5 5625U,8,512,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop DELL Inspiron 3525-6488 15.6"" R7-5825U 8GB RAM 512GB SSD Windows 11 Home",2999.97,MediaExpert,AMD Ryzen 7 5825U,8,512,AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop DELL G15 5511-6211 15.6"" i5-11260H 16GB RAM 512GB SSD GeForce RTX3050 Linux",3199.97,MediaExpert,Intel Core i5-11260H,16,512,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,15.6,Linux,,Intel
"Laptop DELL Inspiron 3511-6408 15.6"" i5-1135G7 8GB RAM 256GB SSD Windows 11 Home",1999.97,MediaExpert,Intel Core i5-1135G7,8,256,Intel UHD Graphics,15.6,Windows 11 Home,,Intel
"Laptop LENOVO IdeaPad L340-15IRH Gaming 15.6"" IPS i5-9300HF 8GB RAM 512GB SSD GeForce GTX1650 Windows 11 Home",2559.97,MediaExpert,Intel Core i5-9300HF,8,512,NVIDIA GeForce GTX 1650,15.6,Windows 11 Home,,Intel
"Laptop HP Pavilion Gaming 15-EC2873NW 15.6"" IPS R5-5600H 8GB RAM 512GB SSD GeForce RTX3050Ti Windows 11 Home",3219.97,MediaExpert,AMD Ryzen 5 5600H,8,512,NVIDIA GeForce RTX 3050 Ti + AMD Radeon Graphics,15.6,Windows 11 Home,,AMD
"Laptop HP Victus 16-E0133NW 16.1"" IPS 144Hz R7-5800H 16GB RAM 512GB SSD GeForce RTX3050Ti",3359.97,MediaExpert,AMD Ryzen 7 5800H,16,512,NVIDIA GeForce RTX 3050 Ti + AMD Radeon Graphics,16.1,Brak,,AMD
"Laptop HP Pavilion 15-EG0333NW 15.6"" IPS i5-1135G7 8GB RAM 512GB SSD",2229.97,MediaExpert,Intel Core i5-1135G7,8,512,Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop HP Victus 16-E0163NW 16.1"" IPS 144Hz R7-5800H 16GB RAM 1TB SSD GeForce RTX3060",4559.97,MediaExpert,AMD Ryzen 7 5800H,16,1000,NVIDIA GeForce RTX 3060 + AMD Radeon Graphics,16.1,Brak,,AMD
"Laptop HP Victus 16-D0603NW 16.1"" IPS i5-11400H 8GB RAM 512GB SSD GeForce RTX3050Ti Windows 11 Home",3289.97,MediaExpert,Intel Core i5-11400H,8,512,NVIDIA GeForce RTX 3050 Ti + Intel UHD Graphics,16.1,Windows 11 Home,,Intel
"Laptop ASUS VivoBook A513EA-BQ2828 15.6"" IPS i5-1135G7 8GB RAM 512GB SSD",2159.97,MediaExpert,Intel Core i5-1135G7,8,512,Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop ASUS ROG Strix G15 G513RC-HN007W 15.6"" IPS 144Hz R7-6800H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",4899.99,MediaExpert,AMD Ryzen 7 6800H,16,512,NVIDIA GeForce RTX 3050 + AMD Radeon 680M,15.6,Windows 11 Home,,AMD
"Laptop ASUS TUF Gaming A15 FA507RE-HN006W 15.6"" IPS 144Hz R7-6800H 16GB RAM 512GB SSD GeForce RTX3050Ti Windows 11 Home",4079.97,MediaExpert,AMD Ryzen 7 6800H,16,512,NVIDIA GeForce RTX 3050 Ti + AMD Radeon 680M,15.6,Windows 11 Home,,AMD
"Laptop HP Victus 16-D0113NW 16.1"" IPS 144Hz i5-11400H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home",3499.97,MediaExpert,Intel Core i5-11400H,16,512,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,16.1,Windows 11 Home,,Intel
"Laptop LENOVO IdeaPad 5 Pro 16ACH6 16"" IPS R5-5600H 16GB RAM 512GB SSD GeForce GTX1650 Windows 11 Home",3879.97,MediaExpert,AMD Ryzen 5 5600H,16,512,NVIDIA GeForce GTX 1650 + AMD Radeon Graphics,16,Windows 11 Home,,AMD
"Laptop LENOVO IdeaPad Gaming 3 15ACH6 15.6"" IPS R7-5800H 8GB RAM 512GB SSD GeForce GTX1650",2959.97,MediaExpert,AMD Ryzen 7 5800H,8,512,NVIDIA GeForce GTX 1650 + AMD Radeon Graphics,15.6,Brak,,AMD
"Laptop LENOVO IdeaPad Gaming 3 15IHU6 15.6"" IPS i7-11370H 8GB RAM 512GB SSD GeForce RTX3050",2799.97,MediaExpert,Intel Core i7-11370H,8,512,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop LENOVO IdeaPad 5 15ITL05 15.6"" IPS i5-1135G7 8GB RAM 512GB SSD",2079.97,MediaExpert,Intel Core i5-1135G7,8,512,Intel Iris Xe Graphics,15.6,Brak,,Intel
"Laptop LENOVO IdeaPad 3 17ITL6 17.3"" i3-1115G4 8GB RAM 256GB SSD",1599.97,MediaExpert,Intel Core i3-1115G4,8,256,Intel UHD Graphics,17.3,Brak,,Intel
"Laptop LENOVO IdeaPad 3 17ITL6 17.3"" i3-1115G4 8GB RAM 256GB SSD Windows 10 Home",1919.97,MediaExpert,Intel Core i3-1115G4,8,256,Intel UHD Graphics,17.3,Windows 10 Home,,Intel
