Tytuł,Cena,Link,Ekran:,Procesor:,Pamięć:,Grafika:,Dysk:,System operacyjny:
"Laptop biznesowy Dell XPS 13 9340-7630 13,4"" 120Hz Ultra 7 155H 16GB RAM 512GB Dysk SSD Win11 Pro Grafitowy",9 299,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-xps-13-9340-u7-16gb-512gb-w11p.bhtml,"13,4 "", 1920 x 1200 pikseli 120 Hz",Intel® Core™ Ultra 7 14gen 155H,16 GB LPDDR5x 7467 Mhz RAM,Intel® Arc Graphics,512 GB SSD,Windows 11 Professional
Laptop gamingowy HP OMEN 14-fb0432nw OLED 14'' 120Hz Ultra 9 185H 32GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Czarny,9 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-omen-i9-32gb-1tb-14-rtx4070-w11.bhtml,"14 "", 2880 x 1800 pikseli 120 Hz",Intel® Core™ Ultra 9 14gen 185H,32 GB LPDDR5x 7467 Mhz RAM,NVIDIA® GeForce RTX™ 4070 + Intel Arc Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop Lenovo IdeaPad 3 15ITL6 15,6"" i3-1115G4 8GB RAM 512GB Dysk SSD Win11S Szary",1 799,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-ip3-i3-8gb-512ssd-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i3 11gen 1115G4,8 GB DDR4 3200 MHz RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 S
"Laptop 2w1 Microsoft Surface Pro Copilot+ PC OLED 13"" Snapdragon X Elite 16GB RAM 512GB Dysk SSD Win11 Platynowy",7 999,https://www.euro.com.pl/laptopy-i-netbooki/microsoft-laptop-surface-pro-11-c12-16-512gb-w11.bhtml,"13 "", ekran dotykowy 2880 x 1920 pikseli 120 Hz",Qualcomm® Snapdragon® X Elite,16 GB LPDDR5X RAM,Qualcomm® Adreno™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop biznesowy Lenovo V14 G4 IRU 14"" i5-13420H 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",3 099,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-lenovo-i513420h-16gb-512-14-w11p.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 13420H,16 GB DDR4 3200 MHz RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Professional
"Laptop biznesowy Lenovo ThinkPad E16 Gen 2 16"" R5 7535HS 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",4 649,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-lenovo-tp-e16-r5-16gb-512gb-w11p.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 7535HS,16 GB DDR5 4800 Mhz RAM,AMD Radeon™ 660M,512 GB SSD,Windows 11 Professional
"Laptop biznesowy Lenovo ThinkPad T16 Gen 2 16"" R5 7540U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",6 099,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-len-r5pro7540u-16gb-512gb-16-w11p.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 7540U,16 GB LPDDR5x 6400 Mhz RAM,AMD Radeon™ 740M Graphics,512 GB SSD,Windows 11 Professional
"Laptop biznesowy ASUS Vivobook S 15 OLED S5507QA-MA064X 15,6"" Snapdragon X Elite X1E-78 -100 32GB RAM 1TB Dysk SSD Win11 Pro Srebrny",6 499,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-asus-vb-x1e-78-100-32gb-1tb-w11p.bhtml,"15,6 "", 2880 x 1620 pikseli 120 Hz",Qualcomm® Snapdragon® X Elite X1E-78 -100,32 GB LPDDR5X RAM,Qualcomm® Adreno™ Graphics,1 TB SSD,Windows 11 Professional
"Laptop biznesowy Lenovo ThinkPad T14 Gen 5 14"" R7 8840U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",7 499,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-len-r7pro8840u-16gb-512gb-14-w11p.bhtml,"14 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 7 8840U,16 GB DDR5 5600 Mhz RAM,AMD Radeon™ 780M Graphics,512 GB SSD,Windows 11 Professional
"Laptop Dell Inspiron 7630-6732 16"" i7-13700H 16GB RAM 512GB Dysk SSD RTX3050 Win11 Srebrny",7 499,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-7630-16-i7-16gb-512gb-3050-w11.bhtml,"16 "", 2560 x 1600 pikseli",Intel® Core™ i7 13gen 13700H,16 GB LPDDR5 4800 Mhz RAM,NVIDIA® GeForce RTX 3050 + Intel Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop MSI Modern 15 B12MO-640PL 15,6"" i5-1235U 16GB RAM 512GB Dysk SSD Win11 Czarny",2 799,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-modern-15-b12m-i5-16-512gb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 12gen 1235U,16 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop MSI Modern 15 B12MO-686PL 15,6"" i7-1255U 16GB RAM 512GB Dysk SSD Win11 Czarny",2 799,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-modern-15-b12mo-i7-16-512gb-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 12gen 1255U,16 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop biznesowy ASUS ExpertBook B1 B1502CVA-BQ1516X 15,6"" i5-1335U 16GB RAM 1TB Dysk SSD Win11 Pro Czarny",3 699,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-asus-i5-16gb-1tb-w11p.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16 GB DDR4 RAM,Intel® UHD Graphics,1 TB SSD,Windows 11 Professional
"Laptop biznesowy Dell Latitude 5550 15,6"" Ultra 5 135U 16GB RAM 1TB Dysk SSD Win11 Pro Srebrny",5 849,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-dell-ultra-5-135u-16-1tb-ssd-w11p.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 135U,16 GB DDR5 5600 Mhz RAM,Intel® Graphics,1 TB SSD,Windows 11 Professional
"Laptop biznesowy Dell Inspiron 14 Plus 7440-2741 14"" Ultra 7 155H 16GB RAM 1TB Dysk SSD Win11 Pro Srebrny",6 099,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-inspiron-14-u7-16gb-1tb-w11p.bhtml,"14 "", 2240 x 1400 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,16 GB LPDDR5x 6400 Mhz RAM,Intel® Arc™ Graphics,1 TB SSD,Windows 11 Professional
"Laptop 2w1 Microsoft Surface Book 3 13,5"" i5-1035G7 8GB RAM 256GB Dysk SSD Win10",8 249,https://www.euro.com.pl/laptopy-i-netbooki/microsoft-laptop-book-3-i5-8gb-256ssd-w10.bhtml,"13,5 "", ekran dotykowy 3000 x 2000 pikseli",Intel® Core™ i5 10gen 1035G7,8 GB LPDDR4X RAM,Intel® Iris Plus Graphics,256 GB SSD,Windows 10 Home Edition (możliwość darmowej aktualizacji do Windows 11)
"Apple MacBook Air 2024 15,3"" M3 24GB RAM 512GB Dysk macOS Północ",8 499,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-15-m3-8-10-24gb-512gb-m.bhtml,"15,3"", 2880 x 1864 pikseli",Apple M3,24 GB zunifikowana RAM,Apple M3 (10-rdzeni),512 GB SSD,macOS Sonoma lub nowszy
"Laptop 2w1 Microsoft Surface Book 3 13,5"" i5-1035G7 8GB RAM 256GB Dysk SSD Win10",8 249,https://www.euro.com.pl/laptopy-i-netbooki/microsoft-laptop-book-3-i5-8gb-256ssd-w10.bhtml,"13,5 "", ekran dotykowy 3000 x 2000 pikseli",Intel® Core™ i5 10gen 1035G7,8 GB LPDDR4X RAM,Intel® Iris Plus Graphics,256 GB SSD,Windows 10 Home Edition (możliwość darmowej aktualizacji do Windows 11)
"Apple MacBook Air 2024 15,3"" M3 24GB RAM 512GB Dysk macOS Północ",8 499,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-15-m3-8-10-24gb-512gb-m.bhtml,"15,3"", 2880 x 1864 pikseli",Apple M3,24 GB zunifikowana RAM,Apple M3 (10-rdzeni),512 GB SSD,macOS Sonoma lub nowszy
"Laptop biznesowy Dell Latitude 5550 15,6"" Ultra 7 165U 16GB RAM 1TB Dysk SSD Win11 Pro Srebrny",6 749,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-dell-ultra-7-165u-16gb-1tb-w11p.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 165U,16 GB DDR5 5600 Mhz RAM,Intel® Graphics,1 TB SSD,Windows 11 Professional
"Laptop 2w1 MSI Summit E16 AI Studio A1VETG-029PL 16"" 165Hz Ultra 7 155H 32GB RAM 1TB Dysk SSD RTX4050 DLSS3 Win11 Pro Czarny",8 299,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-sum-16-u7-32-1tb-4050-w11pro-pen2.bhtml,"16 "", ekran dotykowy 2560 x 1600 pikseli 165 Hz",Intel® Core™ Ultra 7 14gen 155H,32 GB LPDDR5 6400 Mhz RAM,NVIDIA® GeForce GTX™ RTX 4050 + Intel Arc Graphics,1 TB SSD,Windows 11 Professional
"Laptop Acer Swift Go 14 AI SFG14-01-X4XP Snapdragon X Plus X1P-42-100 14,5"" 120Hz 16GB RAM 512GB Dysk SSD Win11 Szary",3 999,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-acer-x1p-42100-16gb-512gb-w11.bhtml,"14,5 "", 1920 x 1200 pikseli 120 Hz",Qualcomm® Snapdragon® X Plus X1P-64-100,16 GB LPDDR5X RAM,Qualcomm® Adreno™ Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop biznesowy HP 250 G9 15,6"" i5-1235U 8GB RAM 512GB Dysk SSD Win11 Pro Czarno-srebrny",2 599,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp-i5-1235u-8gb-512gb-w11p_1.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 12gen 1235U,8 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Laptop gamingowy Acer Nitro V 15 ANV15-41-R8DQ 15,6"" 165Hz R5 7535HS 16GB RAM 1TB Dysk SSD RTX4060 DLSS3 Czarny",4 699,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-nitro-v-r5-16gb-1tb-4060-no-os.bhtml,"15,6 "", 1920 x 1080 pikseli 165 Hz",AMD Ryzen™ 5 7535HS,16 GB DDR5 RAM,NVIDIA® GeForce RTX™ 4060 + AMD Radeon™ 660M,1 TB SSD,bez systemu
"Laptop biznesowy Dell Latitude 5450 14"" Ultra 7 165U 32GB RAM 512GB Dysk SSD Win11 Pro Srebrny",7 199,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-dell-ultra7-165u-32-512gb-14-w11p.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 165U,32 GB DDR5 5600 Mhz RAM,Intel® Graphics,512 GB SSD,Windows 11 Professional
"Laptop 2w1 MSI Summit 13 AI+ Evo A2VMTG-008PL Copilot+ PC 13,3"" Ultra 7 258V 32GB RAM 1TB Dysk SSD Win11 Pro Czarny",7 599,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-summit-13-ai-u7-32-1tb-w11-pen.bhtml,"13,3 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 15gen 258V,32 GB LPDDR5x 8533 Mhz RAM,Intel® Arc Graphics 140V,1 TB SSD,Windows 11 Professional
"Laptop biznesowy Lenovo ThinkBook 14 G7 ARP 14"" R5 7535HS 16GB RAM 512GB Dysk SSD Win11 Pro Szary",4 299,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-len-r5-7535hs-16gb-512gb-14-w11p.bhtml,"14 "", 1920 x 1200 pikseli 60 Hz",AMD Ryzen™ 5 7535HS,16 GB DDR5 4800 Mhz RAM,AMD Radeon™ 660M,512 GB SSD,Windows 11 Professional
"Apple MacBook Air 13,6"" M2 16GB RAM 256GB Dysk macOS Gwiezdna Szarość",5 299,https://www.euro.com.pl/laptopy-i-netbooki/apple-laptop-mba-13-6-m2-16gb-256gb-30w-sg.bhtml,"13,6 "", 2560 x 1664 pikseli",Apple M2,16 GB zunifikowana RAM,Apple M2 (10-rdzeni),256 GB SSD,macOS Monterey lub nowszy
"Apple MacBook Air 2023 15,3"" M2 8GB RAM 512GB Dysk macOS Księżycowa Poświata",6 899,https://www.euro.com.pl/laptopy-i-netbooki/apple-macbook-air-2023-15-3-m2-8gb-ram-512gb-dysk-macos-ksiezycowa-poswiata.bhtml,"15,3"", 2880 x 1864 pikseli",Apple M2,8 GB zunifikowana RAM,Apple M2 (10-rdzeni),512 GB SSD,macOS Ventura lub nowszy
"Laptop Microsoft Surface Laptop Studio 2 14,4"" i7-13700H 16GB RAM 512GB Dysk SSD Win11 Platynowy",9 999,https://www.euro.com.pl/laptopy-i-netbooki/microsoft-laptop-surface-i7-16gb-512gb-igpu-w11_1.bhtml,"14,4 "", ekran dotykowy 2400 x 1600 pikseli 120 Hz",Intel® Core™ i7 13gen 13700H,16 GB LPDDR5X RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Home Edition
"Laptop biznesowy Dell Inspiron 14 Plus 7440-2734 14"" Ultra 5 125H 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",5 299,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-inspiron-14-u5-16gb-512gb-w11p.bhtml,"14 "", 2240 x 1400 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 125H,16 GB LPDDR5x 6400 Mhz RAM,Intel® Arc™ Graphics,512 GB SSD,Windows 11 Professional
Laptop 2w1 ASUS ZenBook 14 UX3402VA-KN595X OLED 14'' 90Hz i7-13700H 16GB RAM 1TB Dysk SSD Win11 Pro Srebrny,5 999,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-ux3402-14-i7-16gb-1tb-w11p.bhtml,"14 "", ekran dotykowy 2880 x 1800 pikseli 90 Hz",Intel® Core™ i7 13gen 13700H,16 GB LPDDR5 RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 11 Professional
"Laptop biznesowy Lenovo ThinkPad T15 Gen1 15,6"" i5-10210U 8GB RAM 512GB Dysk SSD Win10 Pro Czarny",6 849,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-lenovo-i5-10210u-8gb-512gb-w10p_1.bhtml,"15,6 "", 1920 x 1080 pikseli",Intel® Core™ i5 10gen 10210U,8 GB DDR4 2666 MHz RAM,Intel® UHD Graphics,512 GB SSD,Windows 10 Professional
"Laptop gamingowy Dell G15 5525-8380 15,6"" 165Hz R7 6800H 16GB RAM 1TB Dysk SSD RTX3070Ti Win11 Szary",8 699,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-g5-r7-16gb-1tbssd-3070ti-w11.bhtml,"15,6 "", 1920 x 1080 pikseli 165 Hz",AMD Ryzen™ 7 6800H,16 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 3070 Ti + AMD Radeon™ 660M,1 TB SSD,Windows 11 Home Edition
"Laptop biznesowy ASUS ExpertBook B1 B1402CVA-EB1301X 14"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",3 599,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-asus-14-i5-16gb-512gb-w11p_1.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16 GB DDR4 RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Professional
"Laptop biznesowy Dell Vostro 5640 16"" Core 5 120U 16GB RAM 512GB Dysk SSD Win11 Pro Szary",4 149,https://www.euro.com.pl/laptopy-i-netbooki/dell-laptop-dell-i5-120u-16gb-512gb-16-w11p.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ 5 120U,16 GB DDR5 5200 Mhz RAM,Intel® Graphics,512 GB SSD,Windows 11 Professional
"Laptop biznesowy Lenovo ThinkPad L14 Gen 5 14"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",5 099,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-len-ultra5125u-16gb-512gb-14-w11p_2.bhtml,"14 "", 1920 x 1200 pikseli",Intel® Core™ Ultra 5 14gen 125U,16 GB DDR5 5600 Mhz RAM,Intel® Graphics,512 GB SSD,Windows 11 Professional
"Laptop 2w1 MSI Summit E13 AI Evo A1MTG-047PL 13,3"" Ultra 7 155H 32GB RAM 1TB Dysk SSD Win11 Czarny + Zestaw AKC",6 999,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-summit-e13-13-3-u7-32gb-1tb-w11.bhtml,"13,3 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,32 GB LPDDR5 6400 Mhz RAM,Intel® Arc™ Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop ASUS ExpertBook B2 B2402CVA-KI0618X 14"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",3 499,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-asus-14-i5-16gb-512gb-w11p_4.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16 GB DDR4 RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Professional
"Laptop 2w1 MSI Summit E13 AI Evo A1MTG-047PL 13,3"" Ultra 7 155H 32GB RAM 1TB Dysk SSD Win11 Czarny + Zestaw AKC",6 999,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-summit-e13-13-3-u7-32gb-1tb-w11.bhtml,"13,3 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,32 GB LPDDR5 6400 Mhz RAM,Intel® Arc™ Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop ASUS ExpertBook B2 B2402CVA-KI0618X 14"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",3 499,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-asus-14-i5-16gb-512gb-w11p_4.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,16 GB DDR4 RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Professional
"Laptop biznesowy Acer TravelMate P4 Spin 14 TMP414RN-54-TCO 14"" Ultra 5 125U 16GB RAM 512GB Dysk SSD Win11 Pro Czarno-niebieski",4 557,https://www.euro.com.pl/laptopy-i-netbooki/acer-laptop-acer-u5-16gb-512gb-w11p_1.bhtml,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",Intel® Core™ Ultra 5 14gen 125U,16 GB DDR5 RAM,Intel® Graphics,512 GB SSD,Windows 11 Professional
"Laptop biznesowy ASUS ExpertBook B5 B5404CVA-Q50056X 14"" i5-1335U 32GB RAM 512GB Dysk SSD Win11 Pro Czarny",4 599,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-asus-i5-1335u-32gb-512gb-14-w11p.bhtml,"14 "", 1920 x 1200 pikseli",Intel® Core™ i5 13gen 1335U,32 GB DDR5 RAM,Intel® Graphics,512 GB SSD,Windows 11 Professional
"Laptop biznesowy ASUS ExpertBook B3 B3604CVA-Q90239X 16"" i7-1355U 32GB RAM 512GB Dysk SSD Win11 Pro Czarny",4 799,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-asus-16-i7-32gb-512gb-w11p.bhtml,"16 "", 1920 x 1200 pikseli 60 Hz",Intel® Core™ i7 13gen 1355U,32 GB DDR5 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Laptop biznesowy HP EliteBook 860 G10 16"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",4 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp-i7-1355u-16gb-512gb-16-w11p_1.bhtml,"16 "", 1920 x 1200 pikseli",Intel® Core™ i7 13gen 1355U,16 GB DDR5 5200 Mhz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
Laptop gamingowy HP OMEN 16-u0052nw 16'' 240Hz i7-13700HX 32GB RAM 1TB Dysk SSD RTX4070 DLSS3 Win11 Czarny,7 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-omen-16-i7-32gb-1tb-4070-w11.bhtml,"16 "", 2560 x 1600 pikseli 240 Hz",Intel® Core™ i7 13gen 13700HX,32 GB DDR5 4800 Mhz RAM,NVIDIA® GeForce RTX™ 4070 + Intel UHD Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop HP Spectre x360 14-ea0047nw 13,5'' i7-1165G7 16GB RAM 1TB Dysk SSD Win10 Srebrny",6 399,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-spec-i7-16gb-1tbsssd-13-5-w10.bhtml,"13,5 "", ekran dotykowy 1920 x 1280 pikseli",Intel® Core™ i7 11gen 1165G7,16 GB LPDDR4 RAM,Intel® Iris Xe Graphics,1 TB SSD,Windows 10 Home Edition
"Laptop biznesowy ASUS ExpertBook B1 B1502CVA-BQ0110X 15,6"" i5-1335U 8GB RAM 512GB Dysk SSD Win11 Pro Czarny",2 899,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-asus-i5-8gb-512gb-w11p.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1335U,8 GB DDR4 RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Professional
"Laptop gamingowy MSI Stealth 14 AI Studio A1VFG-025PL OLED 14"" 120Hz Ultra 7 155H 32GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Niebieski",10 299,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-stealth-stu-14-u7-32-1tb-4060-w11.bhtml,"14 "", 2880 x 1800 pikseli 120 Hz",Intel® Core™ Ultra 7 14gen 155H,32 GB DDR5 5600 Mhz RAM,NVIDIA® GeForce RTX™ 4060 + Intel Iris Xe Graphics,1 TB SSD,Windows 11 Home Edition
"Laptop biznesowy ASUS ExpertBook B5402CVA-KI0169X 14"" i5-1340P 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",4 499,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-asus-14-i5-16gb-512gb-w11p_2.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 1340P,16 GB DDR5 RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Laptop biznesowy HP ProBook 450 G10 15,6"" i7-1355U 16GB RAM 512GB Dysk SSD Win11 Pro Srebrny",4 699,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-hp-i7-1355u-16gb-512gb-w11p.bhtml,"15,6 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i7 13gen 1355U,16 GB DDR4 3200 MHz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Laptop biznesowy ASUS ExpertBook B5 B5404CVA-Q50057X 14"" i7-1355U 32GB RAM 512GB Dysk SSD Win11 Pro Czarny",5 499,https://www.euro.com.pl/laptopy-i-netbooki/asus-laptop-asus-14-i7-32gb-512gb-w11p.bhtml,"14 "", 1920 x 1200 pikseli",Intel® Core™ i7 13gen 1355U,32 GB DDR5 RAM,Intel® Graphics,512 GB SSD,Windows 11 Professional
"Laptop 2w1 Microsoft Surface Pro Copilot+ PC 13"" Snapdragon X Plus 16GB RAM 256GB Dysk SSD Win11 Platynowy + Surface Pro Keyboard",5 999,https://www.euro.com.pl/laptopy-i-netbooki/microsoft-laptop-surface-pro-13-c10-16-256gb-klaw.bhtml,"13 "", ekran dotykowy 2880 x 1920 pikseli 120 Hz",Qualcomm® Snapdragon® X Plus,16 GB LPDDR5X RAM,Qualcomm® Adreno™ Graphics,256 GB SSD,Windows 11 Home Edition
"Laptop gamingowy MSI Stealth A16 AI+ A3HVFG-068PL Copilot+ PC 16"" 240Hz Ryzen AI 9 365 32GB RAM 1TB Dysk SSD RTX4060 DLSS3 Win11 Czarny",10 299,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-stealth-a16-16-r9-32gb-1tb-w11.bhtml,"16 "", 2560 x 1600 pikseli 240 Hz",AMD Ryzen™ AI 9 365,32 GB LPDDR5x 7500 Mhz RAM,NVIDIA® GeForce RTX™ 4060 + AMD Radeon™ 880M,1 TB SSD,Windows 11 Home Edition
"Laptop biznesowy Lenovo V14 G4 IRU 14"" i5-13420H 8GB RAM 512GB Dysk SSD Win11 Pro Czarny",2 969,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-lenovo-i513420h-8gb-512gb-14-w11p.bhtml,"14 "", 1920 x 1080 pikseli 60 Hz",Intel® Core™ i5 13gen 13420H,8 GB DDR4 3200 MHz RAM,Intel® UHD Graphics,512 GB SSD,Windows 11 Professional
"Laptop gamingowy HP Victus 15-fa0122nw 15,6"" 144Hz i5-12450H 16GB RAM 512GB Dysk SSD RTX3050 Czarno-srebrny",4 249,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-vic-i5-16gb-512ssd-3050-no-os.bhtml,"15,6 "", 1920 x 1080 pikseli 144 Hz",Intel® Core™ i5 12gen 12450H,16 GB DDR4 3200 MHz RAM,NVIDIA® GeForce RTX™ 3050 + Intel UHD Graphics,512 GB SSD,bez systemu
"Laptop biznesowy Lenovo ThinkPad X13 Gen 4 13,3"" i5-1335U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny",8 499,https://www.euro.com.pl/laptopy-i-netbooki/lenovo-laptop-lenovo-i51335u-16-512gb-13-3-w11p.bhtml,"13,3 "", 1920 x 1200 pikseli",Intel® Core™ i5 13gen 1335U,16 GB LPDDR5 4800 Mhz RAM,Intel® Iris Xe Graphics,512 GB SSD,Windows 11 Professional
"Laptop gamingowy HP OMEN 16-n0222nw 16,1"" 144Hz R7 6800H 16GB RAM 512GB Dysk SSD RX6650M Win11 Srebrny",4 999,https://www.euro.com.pl/laptopy-i-netbooki/hp-laptop-omen-16-r7-16gb-512ssd-rx6650-w11.bhtml,"16,1 "", 1920 x 1080 pikseli 144 Hz",AMD Ryzen™ 7 6800H,16 GB DDR5 4800 Mhz RAM,AMD Radeon™ RX 6650M + AMD Radeon™ 680M,512 GB SSD,Windows 11 Home Edition
"Laptop ultrabook MSI Prestige 14 AI Studio C1VEG-051PL 14"" Ultra 7 155H 32GB RAM 1TB Dysk SSD RTX4050 DLSS3 Win11 Szary",6 999,https://www.euro.com.pl/laptopy-i-netbooki/msi-laptop-aic1veg-14-u7-32gb-1tb-4050-w11.bhtml,"14 "", 2880 x 1800 pikseli 60 Hz",Intel® Core™ Ultra 7 14gen 155H,32 GB DDR5 5600 Mhz RAM,NVIDIA® GeForce RTX 4050 + Intel Arc™ Graphics,1 TB SSD,Windows 11 Home Edition
